text,emocion
Me niego a ponerla en llamas y dañada. La quiero recordar bella e imponente. La foto la hice en mi época estudiantil. Qué profunda tristeza. Mi corazón está en #París a la vera de #NotreDame donde tantas veces idealicé los sueños de mis lecturas universitarias de Víctor Hugo 💔🇫🇷 https://t.co/NKTIoJY4P3,otra
Creo que jamás he visto un capítulo así de una serie en televisión. Sin palabras #JuegodeTronos #batalladewinterfell #VivePoniente,otra
Aprovechando la hora de almuerzo en la ofi #DiaDelLibro https://t.co/O5Skgf8nbT,alegria
"Intentona golpista en #Venezuela, una debilidad de la oposición https://t.co/iFf6RsSKf4",ira
"Este viernes Greta Thunberg se manifestará por las calles de París, una de las 270 ciudades donde los estudiantes demandarán medidas para frenar la emisión de gases contaminantes.  https://t.co/QSTj4YSlsf #FridaysForFuture #GretaThunberg #MedioAmbiente #globalstrikeforfuture",alegria
"#DíaDelLibro Es urgente sembrar en nuestros niños y jóvenes la pasión por la lectura,por el conocimiento.Jamás tendremos un país desarrollado si está poblado de mentes subdesarrolladas.Mientras más libros le demos a nuestros hijos,más lejos les estaremos llevando de la pobreza",ira
Siiiii parece que la cosa pinta bien !!! #PedroForPrecident #PedroSanchez #PSOE #EleccionesL6 #PSOEGANA #ElecccionesGenerales28A #EleccionesGenerales,otra
"Tengo mucho miedo porque Arya siempre ha sido mi personaje favorito. Y ahora que todo el mundo reclama el trono para ella en este último capítulo, solo tiene un destino: LA MUERTE 😿 #GamefThrones #TeamArya #TeamAryaForever #GOT #JDT #juegodetronos https://t.co/fvIqQm94Db",otra
"Yo quiero felicitar USER y USER por los resultados obtenidos en las #ElecccionesGenerales28A Ya tenemos voz #LaEspañaViva, ahora toca crecer desde dentro‼️ Como USER no nos rendimos ‼️‼️ 👇👇👇 https://t.co/okQgu9P0e4",otra
Todo parecía perdido... y apareció Arya #GoT #JdT #GameofThrones #JuegodeTronos #casaStark #Invierno,asco
#LaLiga USER se coronó campeón de La Liga española este sábado tras vencer 1-0 al Levante. El único gol fue del astro Lionel Messi en el minuto 62. El equipo resultó ganador en casa. #27Abr https://t.co/XtbHr56nQY,otra
#DíaDelLibro (y otra vuelta más al sol para mí) 💙💙💙💙💙 https://t.co/F8z7WbiZou,tristeza
USER Mucho animo y coraje al pueblo venezolano. #FreeVenezuela #VenezuelaLibre,alegria
no hay futuro sin palneta !! #FridaysForFuture #LasPalmasDeGC #GranCanaria #15MClimático #15M #GretaThunberg https://t.co/3kyocQvoUh,otra
"“No deberíamos tener que faltar a clase por luchar contra el cambio climático” señala #GretaThunberg Si aún no la conocen, lean esta nota! 💪🏼 https://t.co/9hJsFmAPtG vía USER",tristeza
"Quiero tomarme unos minutos para pedirle a Dios ,al universo y ala vida que Venezuela sea libre y bendecida! #Venezuela",otra
Yo ya tengo mi Presidenta #JuegoDeTronos no diré más.,tristeza
"Rusia Acusando de Desinformar es como las kardashian hablando de abstinencia sexual, o de historia universal... #Venezuela #EEUU #Rusia #VenezuelaLibre https://t.co/HTqocL1Cge",tristeza
Por fin los españoles de bien pueden sentirse orgullosos en unas elecciones democráticas donde han podido demostrar sin miedos que en espaÑa hay fascistas. #ElecccionesGenerales28A #EleccionesL6,otra
Me da pena leer que que “da mucha pena” el incendio #NotreDameEnLlamas mientras los pueblos indígenas sufren atrocidades cada día sin repercusión social. https://t.co/RT8QAbDtOr,otra
"Un gol para el recuerdo, el recuerdo del mejor jugador de todos los tiempos. USER USER USER #ChampionsLeague https://t.co/gSbAuy3iuc",alegria
"Suelta tu celular, deja tu computadora, y piérdete en tu libro favorito hoy. 📚#DíaDelLibro https://t.co/SwoWe5lInv",alegria
"Coño fíjate que hace tiempo le comenté a un amigo que seguro me terminaba consiguiendo a USER en #metrodesantiago camino al trabajo, y fíjate me pele pero por poquito va ser a USER #30Abr #Venezuela",sorpresa
Muchos de nuestros compañeros de USER como USER y USER tristes por lo ocurrido en la catedral de #NotreDame USER más a las 12:30pm en la #EdicionDigitalMiami con USER https://t.co/Ho0mzYsb7w,otra
"Primero el mame del “se tenía que decir y se dijo”, luego #GameofThronesSeason8 y ahora sus fotos en #NotreDame ¿De dónde y por qué su afán de protagonismo? 🤦🏻‍♂️",alegria
Esta es la actualidad de las estadísticas en twitter entre Unidas Podemos y Vox #HoyUnidasPodemos #28abrilElecciones #ElecccionesGenerales28A https://t.co/NmJqUgeOuF,otra
#LaLiga | Mañana Real Madrid jugará ante el Rayo Vallecano https://t.co/8GWsxhywK4,ira
USER USER Sigue el circo machista… ahora le agregan la correspondiente campaña del terror con #Venezuela; son horribles,otra
"Jajaja, vende hidrocarburos robados, la Gasolinera barata de Puebla, oye USER ponte a trabajar USER USER #Felizlunes #Francia #NotreDame #GotTalentLive2 #GHDUO5A https://t.co/cUSd2bHQcW",otra
El golazo de Messi y es ovacionado por el público #ChampionsLeague,sorpresa
"USER Sin palabras, ha sido brutal! #JuegoDeTronos #VivePoniente",tristeza
Yo apoyo a #Maduro mí corazón con #Venezuela libre y soberana,otra
"Bien, ya sabemos que en España hay 2.000.000 de gilipollas. #voxmito #28A #EleccionesL6 #ElecccionesGenerales28A",otra
"Fuerte movimiento juventudes que está generando #GretaThunberg demuestra importancia educación p/enfrentar #CambioClimático, Organización-Formación-Movilización p/despertar conciencias por cuidado de la vida, naturaleza y bien común global #Friday4Future #youth4climate USER",otra
Bwin lanza su nuevo Bono de Bienvenida ¡¡100% de tu ingreso hasta 250€!! Y DISFRUTA DE LA EMOCIÓN DE #LALIGA 🇪🇸 en su recta final ➡ https://t.co/6c3SKLGdwE https://t.co/pvQ5UNxyT0,otra
#FridaysForFuture ..estos niños tampoco van hoy al cole en Berlin. Todos esperando a #Gretathunberg que hablara delante de la #puertadebrandemburgo https://t.co/HoPtNV13dn,otra
"#ExtinctionRebellion : La #Rebelión contra el #clima tomó la ciudad de #Londres el pasado lunes 22 de abril, contando con el apoyo de la activista Sueca #GretaThunberg y de la actriz Emma Thompson. #CambioClimatico #Activismo #Políticas #XR https://t.co/bizJoB88FA",alegria
#ChampionsLeague Sin palabras. Lo que hizo #Messi es magnífico. De otro mundo. Solo él y él pueden hacer cosas como estas,tristeza
Orgullo y prejuicio -Jane Austen #DiaDelLibro,alegria
El Comunismo con 30 años de diferencia y con la misma actitud de sus líderes : Enfrentando a distancia y con tanques a los que piensan diferente. #China 🇨🇳 1989 #Venezuela 🇻🇪 2019 https://t.co/8jsKjodRxM,sorpresa
Sigue preocupando Suárez y justo en el tramo decisivo #BarçaLevante #Laliga,otra
No pudo haber mejor combinación descanso y día de Champions 😎😎😋🤩 #ChampionsLeague #DíaDelTrabajo,otra
"Justo iba a poner que era un 2 a 0 mentiroso y el animal, extraterrestre de messi hace este gol , gracias Dios por hacerlo argentino #BarcelonavLiverpool #ChampionsLeague",alegria
"⚔ ""Angustioso, dramático, espectacular"": así te hemos contado el tercer episodio de #JuegodeTronos https://t.co/TIMqNQn62Y #S08E03",sorpresa
"Si creen que desde los medios de comunicación y con el apoyo de gobiernos arrodillados darán un golpe de Estado en #Venezuela no entienden nada o sólo se trata de una ofensiva más contra el Gobierno Venezolano, obstáculo para apropiarse de sus recursos naturales.",otra
Hasta las gárgolas de la catedral #NotreDame lloran con la devastación por el incendio en el monumento histórico más visitado de Europa. Conoce más aquí ► https://t.co/dawxQkcuQZ https://t.co/0Uji179jrj,alegria
"Cuando lleguemos al 100% del escrutinio, necesitaré hacer algo que me baje el nerviosismo del cuerpo que me mete el tono de Ferreras y la música de película de aventuras que tiene de fondo y que llevo escuchando desde hace horas #ElecccionesGenerales28A",otra
Brillante. Valiente. Templada. 👏 ¡Necesitamos más Gretas Thunberg en este mundo! 🌎🌱 #GretaThunberg #COP24 #COP25 https://t.co/spIL9KvU7B,otra
"Cago el Liverpool, al menos que gane 3-0 y vayan a alargue o 4-0 y pasen directo. Lo veo difícil #ChampionsLeague el Barca va para ganar la copa",alegria
"Fotografía de la estudiante sueca de 16 años Greta Thunberg, líder del movimiento estudiantil internacional contra la inoperancia de los países más poderosos ante el cambio climático. #GretaThunberg #ClimateMovement #FridaysForFuture #28A https://t.co/hplUXy5l5Y",tristeza
USER USER Esto es pura especulación. Whedonthavetime intentó aprovecharse de la notoriedad #GretaThunberg y ella públicamente se ha desvinculado de ellos. ¿La conexión con la privatización de recursos de dónde te la sacas?,alegria
"Si frente al intento de golpe de Estado en #Venezuela coincidiste con Pompeo, Trump, Duque y Bolsonaro, revisa tu liberalismo, es muy posible que se incline más a la derecha de lo que pensabas.",otra
"Es absurdo que muchos pongan el pretexto que EEUU está pendiente de #Venezuela por el petróleo.... ¡GENTE EL MUNDO ENTERO ESTA AL TANTO DE VENEZUELA, ALLÍ ESTA SUCEDIENDO UNA CARNICERÍA Y MILES DE INJUSTICIAS!",sorpresa
USER lamentable y triste lo que está pasando en #NotreDame necesitamos ver como nosotros como sociedad podemos ayudar a que este tipo de cosas así como el incendio en #LaPrimavera para que dejen de ocurrir o como podemos contribuir para ayudar,tristeza
"Buen día hoy #DiaDelLibro para recordar a Ángela Ruiz Robles: maestra, escritora e inventora española, precursora del libro electrónico. https://t.co/gLg3jCuadl https://t.co/GilgswZbWP",ira
Disfrutando del tercer episodio de la octava temporada de #JuegoDeTronos ufff merece la pena la espera https://t.co/rK8B1la4yG,otra
"-Veo Oscuridad en ti. Y en esa oscuridad hay ojos que me miran fijamente. Ojos marrones, ojos azules, ojos verdes. Ojos que cerrarás para siempre. #GameOfThrones #JuegoDeTronos https://t.co/a6EM4kvo0o",otra
Hoy el balón no quiere entrar para el USER que merece por lo menos 1 gol #UCL #BarçaLFC #CHAMPIONSxESPN #ChampionsLeague,ira
Pedro y Pablo ahora mismo en busca de la mayoría absoluta USER USER #ElecccionesGenerales28A https://t.co/Tvf2if2mUK,otra
Ojalá el jorobado esté bien... #NotreDame,alegria
#Venezuela Miles de Venezuelanos se reúnen en Miraflores para manifestar su apoyo con el gobierno de Maduro. https://t.co/YPC7fC9vHl,alegria
La emoción de la Champions es inigualable!! USER #ChampionsLeague https://t.co/lJhDTMPu0F,otra
"En este #DiaDelLibro un abrazo a todos los que se crushean con un libro único, un incunable, una joya inalcanzable, porque en ese momento no tenían dinero y no lo pudieron comprar :(",asco
"La educación ambiental es fundamental, debemos incentivar el interés en la población, referente a temas de conservación del medio ambiente. Pensando siempre en las futuras generaciones... #Venezuela",otra
"Los libros nos inspiran a aprender, luchar por nuestros sueños y llegar a nuestras metas. #DiaDelLibro #FelizDiadelLibro https://t.co/oGqFvdfkaP",otra
"Otro intento de #GolpeDeEstado FRUSTRADO en #Venezuela, USER y sus acólitos no se cansan de fracasar. #VenezuelaSeRespeta #VenezuelaEsSoberania #GolpeDeEstadoNo #HandsOffVenezuela #30Abr #VenezuelaPatriaSoberana #Venezuelalibre #VenezuelaNoEstáSola #Cuba #SomosCuba https://t.co/1elpabeefw",otra
Cuál es el afán de tentar a los demonios de la violencia en #Venezuela?! En #Chile aún no aprendemos las lecciones de la tiranía que sufrimos.,otra
"Una pena lo de Notre Dame, no se necesita ser católico para lamentar este terrible suceso ya que está estructura es una pieza histórica de la humanidad 😢 #NotreDame https://t.co/OpWbM085QS",alegria
Liverpool sale Sin firmino no lo quiere Arriesgar. #ChampionsLeague,otra
¡Buenos días! Hoy comienza la jornada 35 de #LaLiga. Tienes TODAS las POSIBLES ALINEACIONES en la web. Entra: https://t.co/ajalEjICSS,otra
"Odio al #Barcelona pero me da un gusto enorme por #Messi ¿lo merece #Barcelona? Claro que no, ¿lo merece #Messi ? CLARO QUE SI...... #ChampionsxESPN #ChampionsxFOX #ChampionsLeague #liverpool",otra
"Resulta que hay gente a la que le molesta que otras personas suban fotos de #NotreDame como recordatorio y pequeño homenaje en estos momentos. De verdad, ¿qué nos está pasando? ¿Por qué estamos todos tan a la que salta por cualquier cosa?",alegria
"EN DIRECTO #LaLiga | Barça 0-0 Levante. Los de Valverde dominan, pero no consiguen materializar sus ocasiones (39') https://t.co/fim0Cyqt0i #BarçaLevante https://t.co/wKVDhFpDi2",alegria
"El #DíaDelLibro se celebra hoy en honor a dos grandes literatos, que murieron con apenas unas horas de diferencia. Shakespeare falleció el 23 de abril de 1616, mientras que Cervantes moría un poco antes, el 22 de abril del mismo año.",otra
Hoy me reconcilio un poco más con España. Gracias por rechazar el discurso del odio. #ElecccionesGenerales28A,otra
"No entiendo el fútbol. Como un equipo que ha superado nítidamente a otro, esté perdiendo 3x0. #BarçaLFC #ChampionsLeague",tristeza
No es #Venezuela es la policia de USER un hijo de re mil mierda,sorpresa
"La izquierda se sentia herida y no votaba. La izquierda se siente atacada...se levanta, se une, lucha... y gana!!! 💪espero que esto solo sea el principio... la uniom hace la fuerza!!! #Elecciones2019 #ElecccionesGenerales28A",alegria
"El Barcelona no juega una mierda, está defendiendo y jugando a la contra, pero tiene mucho gol. Aprenderá el Real Madrid? #ChampionsLeague #BARLIV",otra
"Lo más deprimente que te puede ocurrir ,es descubrir que perteneces a una civilización que aniquila su/tu propio hábitat,y no poder hacer nada #resiliencia #habitat #fridaysforfuture #gretathunberg #greenpeace",otra
Llego de la calle y me encuentro con esta triste noticia💔 #NotreDame,otra
"MESSI QUE BELLEZA DE GOL, JODER! LO AMOOOOO #ChampionsLeague #vamosbarça",ira
"USER Sr. USER no hay peor ciego que el que no quiere ver. Lamentablemente uds los comunistas, son los únicos de acuerdo con la dictadura en #Venezuela. #chile no puede quedarse de brazos cruzados mirando, hay que ayudar de alguna manera. #yoapoyoalgobiernochileno",ira
"La extrema derecha ha hecho ganar las elecciones a la izquierda más triste de la historia de #España, no tiene otra lectura. #ElecccionesGenerales28A",tristeza
Que estén claras las reglas desde un principio y de acuerdo todos. Ni tendrían porque no aceptar el resultado final. Ahí no hay excusas de mano negra o malos entendidos. #nomastomas #EmblemáticosUnidos #SalvemosLaEducaciónPública #NotreDame https://t.co/if4FZHHJ8M,alegria
"USER se cae a pedazos. USER demostrando su messidependencia, todo el segundo tiempo perdido y se conectó 5 min para sumar dos más!! #ChampionsLeague #BarLiv #BarçaLFC #Barcelona #Liverpool #ChampionsxESPN #UCL",alegria
Los niños sonríen y esperan felices con sus camisetas. Hoy es día Barça y hoy Celebraremos #LaLiga uno de los 3 posibles #RoadToTriplete VAMOS!!! https://t.co/ahBaQjCLJz,otra
USER USER Pana no te cansas de quedar en ridiculo? jsjsjjsjs USER cierra ya esa jeta maldito Guaido los tiene locos ya vayanse a la mierda putos💩 #30Abr #VenezuelaLibre,otra
Oposición trató de dar un golpe cobarde a #Venezuela https://t.co/W39qOxz74f https://t.co/W39qOxz74f,otra
¡¡Falló Mané una clara jugada por el empate!! #Barcelona 1-0 #Liverpool #ChampionsLeague. Min 33,otra
"#Audiencias DOMINGO 28 ABRIL especial #EleccionesL6 (21:14 horas) de USER lo más visto del día con 4.044.000 espectadores y un gran (20,7%). #On 👍#ElecccionesGenerales28A #BuenosDias https://t.co/AlaUlRJ7gm",otra
"USER Vergüenza oír a USER y a USER hablar de un supuesto puñetazo de Messi en vez de hablar de la gran victoria del BARÇA. #ChampionsLeague ,#FCBarcelona",alegria
#ManosFueraDeVenezuela todos cobardes mercenarios de 7ma categoría #Venezuela todos con USER USER USER https://t.co/dYYJT5Qhqq,otra
Eso de que te dispones a ver el capítulo de GOT y al finalizar terminas en la puta urgencias porque te revienta la puta cabeza. #GameofThrones #JuegoDeTronos,otra
"USER Una vez más el gafe de USER hace efecto. Gracias, marrano. #BarçaLiverpool #UCL #ChampionsLeague #ElChiringuitoDeMega #ChiringuitoInside https://t.co/X1SHTxr51S",alegria
"Lo único que puedo decir en el #DíadelLibro es que sin libros mi vida no tendría sentido. Suena exagerado, pero es así.",otra
#LaLiga #AthleticAlavés USER 1️⃣-1️⃣ USER El derbi vasco concluye sin claro vencedor tras 90 minutos de alta intensidad. Ninguno de los dos equipos sale beneficiado de este empate y ambos siguen mirando a Europa desde abajo. https://t.co/luPznZK9sU,ira
USER Además hemos conseguido provocar una sonrisa... Repetiremos #Biblioteca #HospitalSeveroOchoa #DiaDelLibro #23Abril Gracias al personal y a USER https://t.co/yrO7rbly44,tristeza
Joder!! Como voy a dormir hora! #GameofThrones #JuegodeTronos #BattleOfWinterfell https://t.co/QryF6TsTD4,tristeza
"Pinche Barcelona, pinche Messi... hasta cuando juegan feo son hermosos... #ChampionsLeague USER",alegria
🙏🏻🙏🏻🙏🏻🙏🏻♥️♥️♥️ nuestras oraciones y nuestros corazones unidos con Venezuela. #venezuela #todosconvenezuela #venezuelalibre https://t.co/KsisAK06MT,otra
Messi eres único e irrepetible #D10S USER USER USER USER USER #ChampionsLeague 🔴🔵⚽ https://t.co/sRwtzu34E6,ira
Oh si ... tristísimo lo de #NotreDame,otra
"#DíaDelLibro En Paraguay, si bien no hay muchos fanáticos de la lectura, la producción no para. #ElNoticiero https://t.co/utM18zUEs3",otra
"No puedo, juega Felipe el hermoso #ChampionsLeague #1May https://t.co/NHsAjtX9xp",alegria
"No quiero que tengas Esperanza, quiero que entres en Pánico - Frase de #GretaThunberg https://t.co/REERX9eddv",otra
Ya nunca podré ver #NotreDame . Pinshi vida....,ira
Conoces esta boca tan hermosa? #ElChiringuitoDeMega #LaLiga #realmadrid https://t.co/WUDsI2zI59,alegria
USER Una de las campañas que pueden hacer por el #DíaDelLibro es ¡Viaje totalmente gratis leyendo libros y presentando informes diarios de cada libro que leen! Esto promueve la lectura en todos. Doble beneficio.🚎📕📗📘📙📔📒,ira
"¡¡¡¡¡VAMOOOOOOOOOS!!!!!!!! Injusto, pero así es el fútbol. #BarçaLFC #ChampionsMLC #ChampionsLeague",tristeza
"Ahí perdonarán los hijueputazos! Pero el día de mierda y la Pasión por el fútbol, me llevan a eso.. #ChampionsLeague #PasiónPorElFútbol",tristeza
Dios mio #Messi me emocioné con ese tiro libre #ChampionsLeague https://t.co/O26wLJCbFH,alegria
Cuasimodo y sus gárgolas lloran #NotreDame,tristeza
"ablación...; por los miles de gente que se ahoga en nuestras costas... que ver arder una Catedral, símbolo misógino, de poder y oscurantismo, de pedofilia, de mercantilización de creencias, etc. Qué quede bien claro #NotreDame #JuevesFeministas #EstoySicologicamenteHastaElCoño https://t.co/HV5dyIVUyf",otra
Atenas confirmó la continuidad de Arduh; https://t.co/qrOvEm7PWA #LaLiga https://t.co/S0KvSjzIp2,ira
Lo de las elecciones es una tonteria comparado con #JuegodeTronos ...,ira
"Barcelona jugando en su cancha de contra, haciendo tiempo y pidiendo tarjetas. Hay que terminar con esta mentira. Vamos Liverpool! #ChampionsLeague",alegria
"Que no te de vergüenza decir que leíste el libro de la Kenita Larrain! Un libro, es un libro ❤ #DiaDelLibro",ira
Entrar a Twitter y a cada paso ver #spoilers del último capítulo de #JuegodeTronos #GameOfThrones ¡Por favor! 😑 https://t.co/S6cW5pk675,asco
Terrible lo de #NotreDame Asi de terrible se siente visitar la catedral metropolitana en Mexico DF y ver que ésta fue construida con piedras del templo mayor azteca . Caminas por el zócalo y sientes que hay siglos d historia bajo tus pies. La pérdida de patrimonio siempre duele.,otra
#AvisperoVerde Continuamos nuestra lucha por el Medio Ambiente. Avispas nos vemos mañana en la Plaza de Bolivar a las 2pm para movilizarnos por un futuro sin contaminación. #FridaysForFuture #GretaThunberg https://t.co/lRwDIl5A2D,otra
Ya saldrán los alucinados eruditos por leer libros? Para reírme un poco #DíaDelLibro,ira
"#juegodetronos8x03 es de pocas frases y de mucha acción, pero aun asi queremos preguntar¿ cuál es la mejor frase del episodio de USER ? USER USER #electioniscoming #juegodetronos #Arya #AryaPresidenta",otra
HOSTIA ESPAÑA MAL #ElecccionesGenerales28A,ira
"Se han dado cuenta que todos esos mentirosos corruptos de USER USER y demases, predican del alto a la violencia en #Chile pero a la vez apoyan un #golpemilitar en #Venezuela en donde van a desaparecer y morir personas, como en Chile del '73",ira
"Soy adicta a los libros 📚, amo leer, es una de mis pasiones ... me entregan tanto, pero tanto que imposible dejarlos . . Hoy en el #diadellibro te quiero recomendar mi último… https://t.co/aSa4g4H5J2",otra
"Y Pedro tiene que ir en calzoncillos marcando paquete. Menuda hostia Rita, MENUDA HOSTIA JAJAJAJA #ElecccionesGenerales28A",otra
"GRACIAS. Estoy hasta la seta de las moralidades de la gente que mueve el culo sólo una vez al año y ya se cree que lucha algo. La lucha es día a día, en las calles! #ElecccionesGenerales28A #SoisEjemplo https://t.co/NDSbIwiTqO",alegria
El día que el sentido común ganó a la sin razón #ElecccionesGenerales28A #EleccionesL6 https://t.co/0TKf9e6J2B,otra
#Solidaridad Comunicadores/as y Movimientos Sociales de América Latina y el Caribe condenamos intento de golpe en la República Bolivariana de #Venezuela https://t.co/JG55UIHpbG,alegria
Un día de esos donde pareces vivir una realidad ajena a los otros...creo mejor me quedo aquí 🙃 #FelizSabado #SIGUEMEYTESIGO #Reflexionando #LaLiga #YoVoy #SiguemeYTeSigoDeVuelta,tristeza
"A falta de 90 minutos, USER está en la #Final de la #ChampionsLeague. ¿Alguien llegó a dudarlo?",alegria
en #Venezuela se esta prduciendo una guerra civil!,tristeza
Dice #Messi que tiene los huevos llenos de jugar amistosos que cuando empieza la #ChampionsLeague,tristeza
#championsleague Arengando en el calentamiento previo. Metiendo. Raspando. Puteando a sus jugadores. Haciendo el gol nro 600. #Messi en modo Supersayayin ⚽ https://t.co/u3vkITU462,otra
Hoy nos manifestamos para cambiar el curso de la historia los jóvenes se empoderan y salen a a las calles a exigir que se tomen medidas urgentes y nos dan una lección de trabajo colectivo por un futuro mejor #MedioAmbiente #FridaysForFuture #CambioClimático #GretaThunberg https://t.co/YPuP59W6b0,otra
Para la serie de semis en #ChampionsLeague estoy seguro que USER echará al USER o quién dice lo contrario ah? Pd ambos conjuntos están buscando su sexto título de Europa y están empatados también con el USER (5) y por detrás del USER (7) y USER (13) ✌🏼tardes https://t.co/xt2iMYqprH,tristeza
"Que este hermoso puente descansen mucho y lo disfruten, sobre todo viendo la semifinal de la #ChampionsLeague y la final de vuelta de la #Concachampions , más bello este día no podía ser❤.",otra
"El ""Señor"" Iglesias es un vende humos, populismo barato, si me apuras igual que VOX... #28A #ElDebateDecisivo #DiaDelLibro #UnidasPodemos #VOXAvanza https://t.co/d4VuEQXxIm",otra
"Si pudiera, gastaría mi sueldo completo en libros. Feliz #DiaDelLibro 📖",alegria
"En el #DiadelLibro 📚 me llega el último número de la Revista de Estudios Políticos del USER De especial interés son los trabajos de USER , de USER y la recensión de J Tajadura del excelente libro de USER https://t.co/d3pZ62pu0z https://t.co/mwYCpeZQQK",ira
En la sede de Ferraz sólo se oyen cánticos de “con Rivera no” y “si se puede”. Que quede claro. #ElecccionesGenerales28A,sorpresa
¿Cuál libro te dejó a flor de piel? #DiaDelLibro,tristeza
"No sé de qué están hechas las almas, pero la mía y la suya son una sola ❤️Cumbres Borrascosas❤️ #DiaDelLibro",ira
"La imagen más hermosa! Nuestra Señora, resistió “Los tiempos primitivos son líricos. Los tiempos antiguos son épicos, los tiempos modernos son dramáticos” V.H #NotreDame https://t.co/b2hLFAKxmF",otra
Típico chileno: mostrar fotos cuando visitaron la catedral de #NotreDame,otra
El USER se creía que iba a ganar en el Camp Nou como lo hizo el USER #ChampionsLeague #BarcelonavLiverpool,alegria
Llora y reza Francia por tragedia en #NotreDame https://t.co/8obEmlpqdM,otra
"USER Qué dolor de gónadas tan bravo! Me duele como ser humano pero sobre todo como historiador. Que se salven su estructura, sus reliquias pero qué jamás se pierdan sus recuerdos y su historia. #NotreDamedeParis #NotreDame #Paris",otra
Aria Stark o lo q es lo mismo PUTA DIOSA 😍😍😍😍 #GameOfThrones #JuegoDeTronos #VivePoniente #Got8x03 #BattleOfWinterfell # https://t.co/nGTkTBsScp,tristeza
¡Mi familia estaba allí justo cuando sucedió todo en la Catedral de #NotreDame en #Paris ! Se habían tomado una foto hermosa todos frente a la Catedral (les tapé sus rostros por… https://t.co/hEXoskd2qF,otra
Adiós estatuas decapitadas por los revolucionarios franceses #NotreDame 😢😢😢 ⛪,otra
"USER USER USER USER USER En 4/7 libros que volvería a leer ""Orlando"" de Virginia Woolf y reto a USER #DiaDelLibro https://t.co/3xIhTRT5pT",otra
"Santi, cariño.... España es de los españoles no tuya.... reflexiona.... #28A #ElecccionesGenerales28A",ira
Que lindo es estar SIEMPRE de este lado lindo de la grieta.. Gente resentida.. pobres de alma #NotreDame,ira
"Con motivo del #DiaDelLibro, os recomendo un libro que no te va dejar indiferente “#ElSilencioDeClaraLyndon” de la periodista USER #libros #leer #literatura #novela https://t.co/PnCO7GS6NQ",alegria
Primero el Museo de Brasil ahora #notredame ?? Soy enemigo de la casualidad USER USER USER,alegria
La historia fue devastada en una terrible tragedia. #NotreDameEnLlamas https://t.co/0QI3N6kd4z,ira
"Siempre que me preguntan películas o libros favoritos no sé que responder, pero para el #DiaDelLibro creo que todos deberían leer Mil soles Esplendidos ❤️ https://t.co/8SM87SyfGu",otra
"Una lamentable pérdida para la #Arqutectura hoy que perdimos #NotreDame, al menos las cúpulas dañadas tendrán que ser recuperadas con delicadez.",otra
#DiaDelLibro 📕 15 libros escritos por políticos mexicanos que igual y ni sabías que existían. Sé sincero ¿leerías alguno? 🤔 https://t.co/yKKNVWjDGw,otra
¿Cómo describirías a USER con solo un adjetivo? 💥🎯⚽🏆👏💣🤩🧞‍♂ #CristianoRonaldo #600goles #SerieA #Juventus #RealMadrid #ManchesterUnited #premierleague #LaLiga #gol https://t.co/xWWgNBXIJ8,otra
"Maldita sea... Me siento tan desinformado.. #SinLuz, sin conexión decente a #internet, sin nada... Y con #rumores de sobra que coño es lo que realmente pasa o pasó con USER #losMilitares y demás en este #30abr en #venezuela?",otra
"Serán 7 de las últimas 10 ligas para el Barsa, así o más dominio en #laliga. Va a quedar a 7 ligas del #RealMadrid que tiene 33.",otra
Dembélé había apostado al 3-0 y no quería estropearlo #ChampionsLeague #BarçaLFC,ira
Ahora solo toca esperar la larga noche #JuegoDeTronos #GOTs8 #Got8x03 #GOT,alegria
"#Francia está de luto, hoy, la catedral de #NotreDame quedó devastada por un incendio que quedará grabado en la historia, aunque aseguran que Nuestra Señora de París sobrevivió a la destrucción total, reparar los daños podría llevar años https://t.co/jIj4f6zyoT #AzucenaxMilenio",otra
"Feliz #DiaDelLibro para todos, espero que viajen a esos mundos alternos para vivir otras vidas y aventuras.",alegria
#DiadelLibro 📚💭 Los libros son el mejor recurso para fomentar la imaginación 🔮✨ https://t.co/1IqzGTup6V,ira
"La humanidad está en una encrucijada, debemos decidir qué camino queremos tomar. Este Día Mundial de la Tierra te compartimos las palabras de #GretaThunberg en Londres, donde más de 831 personas han sido detenidas en manifestaciones no violentas contra el calentamiento global. https://t.co/XJFNCmJIUT",alegria
De fiestas los barcelonistas. Campeones una vez mas. Ya son 26 ligas. #LaLiga #Barça #Messi https://t.co/qPIH7166OQ,alegria
PERO ERA MANO HIJO DE PUTA #ForçaBarça #BarçaLFC #ChampionsLeague,otra
Mezcla de ignorancia y mentira. El bloqueo se impuso en 1962 y no hay presencia militar cubana en #Venezuela. #TenemosMemoria y #NoHayMiedo “Trump amenaza con imponer ‘un embargo total’ y sanciones a #Cuba por el apoyo militar a Maduro” https://t.co/F1iFrRcATS via USER,otra
"El Día Internacional del Libro [23 de Abril] es una conmemoración celebrada a nivel mundial con el objetivo de fomentar la lectura, la industria editorial y la protección de la propiedad intelectual por medio del #DerechoDeAutor. | #DíaDelLibro 📚 https://t.co/oDgYZfc6UT",otra
Que esta foto le de la vuelta al mundo. Así se encuentra el pueblo patriota resguardando el Palacio de Miraflores en respuesta al nuevo intento de Golpe de Estado en #Venezuela. #30Abr #PuebloEnMirafloresConMaduro USER USER https://t.co/bB0yO5OxCy,alegria
Ya está bien de tanto #ElecccionesGenerales28A un poco de distracción ya satura🙄 #ConexiónHonduras1,otra
