text,emocion,label
"@nAhugonzA12 que hermoso que te hayan aceptado después de tanto, te re mil felicito, sos super valiente y estoy orgullosa de vos🌈",alegria,3
Y cuando todo esté oscuro yo te aseguro que no serás tímida en la intimidadddd,otra,6
@WasabiiGirl @MrVago_ mmmta que es broma ira pues,ira,0
@mccarlanga siiiii justamente estaba escribiendo al respecto!!!! Se sintió en El Marquéz ,alegria,3
Qué terror😭😭😩😩,miedo,1
@DebRyanShow #Rayito no te pases estoy nervioso con esto de los iPhones 📱,miedo,1
@DKev_14 Optimismo al 💯 cabron! Vengaa👊🏻,ira,0
No se puede estar bien siempre busca pelea.,ira,0
"Bueno esto esta muy aburrido ya, buenas noches❤",tristeza,2
Me enojo por todo😩,ira,0
Evidentemente Wonder Woman pasó a estar en mi top 5. TREMENDA.,alegria,3
@Scarletbisex No me deja 😥,tristeza,2
El que con muchas juega con ninguna se queda. 😎😌👍,otra,6
Si pudiera describir esto.. - Qué feo me viene mi ataque ansiedad,miedo,1
Le tire tremendo pique sobre fondos a romilanga eeee,ira,0
"@ideasgraficasrs De aplaudirlos, con dos ladrillos, en la cara ",ira,0
"Que pelea hermosa entre artistas , una locura",alegria,3
"Dicen que no es bueno que duermas enojada, yo por eso comento lo que no me parece, eso no quiere decir que me enoje.",ira,0
"Ya se lo mande, estoy muy contenta ahre",alegria,3
El pueblo indignado pasará descontrolado a otro nivel de protestas;sobrepasará a la dirigencia y escogerá el camino libertario a la salida,ira,0
Cuando mi madre venga a su casa  Me va echar   Hace una semana que estoy aca ,miedo,1
Estamos pensando en que le puedo mandar y salte con él le digo SABIAS QUE AUMENTARON EL PAN ,sorpresa,5
#PensandoElFuturo #AlbertoGil #ironía no descartemos nichos de trabajo como aduaneros o constructores de vallas,otra,6
#MasterChefMx Noemi. Cuantas más Peña???? Ah! No verdad..   ,otra,6
@javierveri @MonaLavro solo diré que vi 1 min. del trailer y como me amo veré friends porque me cagué de susto #tioaliennomelleve,miedo,1
Otro entretenimiento para mi alma sin ganas tendré que encontrar,tristeza,2
@FatyPalomares Lloremos juntas ,tristeza,2
"@romoyano_26 Tal cual, el tema es que pasó caleta de tiempo dejando plsp enamorados, que hasta le compartian sus claves de Netflix ",alegria,3
Calló piedra sin llover ,otra,6
"No importa lo molesto que puedas estar con alguien, sin importar la razón siempre te preocuparás por su bienestar.",otra,6
Hasta dando conferencias de prensa es el mejor Gallardo JAJAJAJAJAA que hdp ,alegria,3
@iiann_x4 Ajajaja pero he-man era rubio y yo no ,alegria,3
odie teen wolf tantas veces por muchas cosas que me cayeron mal... pero omg. voy a extrañar mucho este show 😭 LLORO.,tristeza,2
@LeoDelPino7 Hola gordo estoy ofendido me cambiaste por la bola de pool estadounidense esa de tu foto,ira,0
"Estuve todo el día llorando o a punto , bien pelotuda 🤦",tristeza,2
via @Alanbritoerhack:  SUSPENDIDO EL PARO DE NOCHE pq DA MIEDITO LO OSCURO #Margarita,miedo,1
Es horrible cuando te das cuenta de que tienes menos dinero del qué pensabas💔,tristeza,2
Quiero cigarrillos lpm😤😤😤,ira,0
@fcontechad Toda tuya Felipe ,otra,6
@AscencioYareni Jajajaja wey la recogiste de nuevo? O la agarró él porque ya no estaba ,alegria,3
[] profe: Q linda sorpresa que se acordaran uds de mi. Los quiero mucho. Grax x compartir este momento conmigo Felices vacaciones mis amores,alegria,3
"Ahora que va a pasar con los detenidos del atentado de Barcelona? Carcel , extradicion? #miedo @mossos",miedo,1
"Si con eso me pongo nervioso, no quiero imaginar el dia que suceda.",miedo,1
La hermana de Camila me pone musica deprimente LPM 💔💔,tristeza,2
"Me faltó Minhyuk, bueno, a él tampoco lo superaré ",tristeza,2
"@DebRyanShow #rayito no importa el color lo que importa es tu preocupación por tus seguidores, muchas gracias por esto💖💖💖",alegria,3
@FuriosoChe @10Requena Cada día nos dan más motivos para estar orgullosos de ser españoles... #ironía,otra,6
Jajajaja es muy gracioso pensar toda la situación,alegria,3
Pedro tenía temor de ofender a sus compatriotas que volvió a sus antiguas costumbres y ya no comía ni se juntaba con los gentiles. #LESAdv,miedo,1
Me siento enojado con la vida y por muchas razones 😶,ira,0
@lauracarrranza Tu vas a quedar mal no yo ,asco,4
Estoy nerviosa💃💔💔,miedo,1
@hec_garcia Lo que da es tristeza infinita,tristeza,2
"@R0ck1t0 Pero, apenas en formación, yo prefiero el término 'estudiantes' ",otra,6
Sabemos que la vida es dura pero la amargura no es la solución.♪,tristeza,2
No soy nada orgullosa y amo ser así,otra,6
Cuando me enfado y tiro cosas,ira,0
Que aburrido que estoy,tristeza,2
"@jealeanetdiez brutal, felicidades, no sabes cuan orgulloso estoy de ti!",alegria,3
#pelirroja ...!? Me das un poco de ,otra,6
#NocheDeTeatro Mi @EylemYilmazCL_ siempre tan preocupada por mi 😙 #ComunidadIcerde,alegria,3
Ya quiero que sea mañana por la tarde para sentir la satisfacción y cariño de estar entre sus brazos,alegria,3
"Lo que hace la soledad, la tristeza del momento y la canción adecuada...",tristeza,2
"Vivo #Feliz, #vivo #danzando, vivo mi #música, vivo #Bailando",alegria,3
Me pone tan de mal humor😤😤  Esta conmigo ahora wach😠😠,ira,0
@rppdeportes JA JA JA rrodilleras magicas 😄,alegria,3
"Como dijo el gran pity alvarez,TENGO LOS AMIGOS QUE QUIERO TENER, no pido mas nada que su alegría en mi vida y festejar cada momento vivido.",alegria,3
@pegada123 Admirable. Suerte.,alegria,3
"""con esa cucharita y terrible boca no vas a terminar de comer"" amorosa",otra,6
@Ivansexxxoso Gracias.. eres de la clase de amigo que se extraña cuando se van... 🙁,alegria,3
@PushMeJoel Si lo se jajaja ya me abrió varios pero ni para contestar ,alegria,3
Estoy tan emocionado ! 😍🎷,alegria,3
@passagesoflife Así estaba viendo ,otra,6
Perdóname Twitter por haberte abandonado tanto tiempo ,tristeza,2
bue banca me largue a llorar,tristeza,2
"@monsexgee La mesera por que la gefa es conmigo, bendito sea el descuento jajajaja ",alegria,3
Murió para mi ,tristeza,2
@kustomshady Jajajajajajaja ctm ,alegria,3
"@LANACION Que inversores? La bicicleta financiera tiene temor? Si gana ,sera senadora,como Mendez.Para ampararse en los fueros.",asco,4
La cámara del Samsung se conoce ,otra,6
Creía haber encontrado calma pero volví a enloquecer,tristeza,2
Ayer se le perdió el abono a todo el mundo o es mi impresión?,sorpresa,5
No se puede creer que hayan pasado 4 años de que murió Cory. Qué terrible... Tan joven y con tantos proyectos destruidos por la adicción.,tristeza,2
me hice una cosa rara en el pelo. Vamos a ver si queda como lo imaginé...o no. ,otra,6
@Perudefensavida @Mimp_Peru lamentable xd,tristeza,2
¿Estoy enloquecido o enloqueceré?,otra,6
"#FanArmyFaceOff #ARMY Estoy escuchando Spring day y casi lloro, me siento orgullosa.",tristeza,2
Vamos a ver una epiquísima lucha por ver qué support rushea antes el Ardent Censer #Ironía #Worlds2017 #PlayinWorldsLVP,otra,6
"La Negra no esta para pelear, pero lleva como mil horas peleando, toda ofendida de la vida. Jajajajaja te amo.",alegria,3
Empezando el dia #enojada con los onvres 🔧,ira,0
@alondraheravil @miranda_patino eres toda una doña ,alegria,3
"Se equivocan cuando dicen que llorar no sirve de nada, sirve para sacarlo todo cuando ya no se puede recuperar nada.",tristeza,2
@Anahi vas a ver Anabelle? 🤔🤔🤔 #MIEDO,miedo,1
"Neta, muy neta; es genial ver crecer a @GrissRom. De hecho es genial ver crecer a todos. ¡Nunca desistan! #PaLante",alegria,3
@logiczzzzzzz @ByAdri10YT @JustMagaZ @AyudasEsP @Toony11_ Okey y te hice algo para q empieces a insultar jaja random no soy lo serás tu,asco,4
Le parece que es copetencia ,otra,6
"La depresión es una enfermedad aunque se burlen, es algo delicado, reduce la calidad de vida del paciente, al punto de llevarlo al suicidio.",otra,6
"6. Aunque la gente piensa que no, soy muy tímida y un tanto introvertida.",miedo,1
Solterito se vive mejor ,alegria,3
Hasta la vista beyby Jajajaja  ,alegria,3
@robftjimmy Pero jota es legendario 😭,tristeza,2
Todos los pisos del edificio están de joda jajaja ,alegria,3
"@SoyesaZaay Ay dejame en paz Si ando sentida pero, sobre todo, hormonal.  A pesar de su traición  no puedo dejarlas de amar.",ira,0
@Aldana56789 Aaah man  no sea pue asi prima ,ira,0
Upsssss me saque sorry ,otra,6
Como me cague de risa jajajajaja,alegria,3
@tamaritedu @palop_jaime @Javi_ramosmarco Será por culpa del @yetradio  #Ironia,ira,0
Toda la ropa que me regalaron me quedaron gigantes y la zapatilla me quedó chica. Qué suerte la mía,tristeza,2
"""Las palabras severas provocan ira. Pero las que se usan apropiadamente la quitan"" Proverbios 15:1 #FamiliaSana",otra,6
"Nada más te engañe con una vieja, menos, como con 5 yo creo ",asco,4
Mis vecino tienen tremenda joda,ira,0
Arroba fans de Bruno Mars traten bien a Camila porque es una bebita y esta emocionada y porque tengo la chancleta en la mano,alegria,3
"@MJulyEstelar que gana uno negando una paja?? nada, xqe siempre genera sospecha",otra,6
@nariguet todo bien menos mis Giants 😆,alegria,3
T paso alguna vez?Vi x la puerta d la pieza pasar a alguien x el pasillo. Miro y no hay nadie. #Raro #Tepaso   ,miedo,1
@CamiRa24 Por que te enojo,ira,0
@vegetta777 Alv nunca te escuche tan enojado D:,ira,0
"No mamen, que pinche tormenta ",ira,0
Ojalá pero OJALÁ... Que les vaya muy bien juntos ,alegria,3
#Felicidad es cuando tu oncologo te dice que los estudios dieron perfectos y que te ve el año que viene,alegria,3
:/: me siento deprimido,tristeza,2
@AliciaVery ¡Feliz día!,alegria,3
@trafficVALENCIA @8f57904e8918478 De noche y oscuro alguna otra pregunta ?,otra,6
"#Cumaribo #Vichada, la independencia hoy nos abraza a todos los colombianos ¡Feliz #20DeJulio! #UnLíderParaTodos",alegria,3
@bascois Actos de venganza contra un dictador y sus acólitos? Por supuesto.,ira,0
@laaficion @MilenioLaguna Se enojo el petardo puro cartucho quemado juega jajaja,alegria,3
Los que habláis y no hacéis nada al respeto. Seguid así que vamos muy bien. #Ironia #ModoON,ira,0
"En serio, no sé como interpretar nada ya",otra,6
Voy a desenterrar Under the Red Hood y Lost Days para leerlos otra vez y dejar de sentirme ofendida,ira,0
"Con Gastón me hago la enojada y me tira un ""te extraño"" 😭💗",ira,0
Estoy muy enamorada de todas las canciones de lana por más que sean lo más deprimente del mundo ME ENCANTA,alegria,3
@SalvadorHicar Ahora ya estara bien el pasto (?) ,otra,6
@NoticiasCaracol @JuanManSantos Claroooooo.😎con esa cantidad de infraestructura abandonada....que cosas? Esta peor que maburro.....🤔😥,asco,4
"Ver cuanto falso va a haber va a ser muy gracioso, a lo experimento social, pues algo así :p",alegria,3
@kzla_ Buena técnica? ,otra,6
"Este mes,  lo dedicaremos  hablar sobre  la #VIH #Vacunas #UsoRacionalDeAntibioticos #LavadoDeManos #Depresion",tristeza,2
¿Por qué soy tan orgulloso? 😅,alegria,3
@Oscielcarmona Una fomedad tremenda zzzzz,otra,6
por suerte nunca me paso 😏,alegria,3
"Vivo #Feliz, #Vivo #danzando, vivo mi #música, vivo #Bailando",alegria,3
To desanimado pra krlo,tristeza,2
@eri_zu3 Jajaja veci me hiciste la noche ,alegria,3
"@ponminombreaca No es mal hablada, pero puta que es amargada!",ira,0
@WBPictures_Ar Saca la mano de ahí carajo ,ira,0
"Casual, o sea, capaz y tiene mi numero!!! ",ira,0
@Camila_Cabello @BrunoMars ME TIENES ALTERADA EMOCIONADA GRITANDO Y SIN PODER DORMIR 😅,alegria,3
@CassanoAgus Una revista!! Expongo el miércoles en un congreso organizado por la UBA ,alegria,3
@rcalafell @UnCosa el vende ,otra,6
Tremendo cansancio tengo y no puedo dormir,otra,6
"Me conoce hace menos de un mes, le clave el visto como 7 veces y me mando feliz día. Basta no puedo ser tan sorete con la gente",alegria,3
@tohosjinki enojo* ya esta dicho xd oka,ira,0
@esegatovengador Marcate un Cardenas y pon chicas con poca ropa #IRONIA,alegria,3
MuchachXs recomiendenme una peli (terror no ❎),miedo,1
Uh que aburrida estoy,tristeza,2
"No hay peor comunicación que la de los comunicadores, ni estudiante que un profesor #Ironía #LaVidaMisma",otra,6
@Manu_SVQ27 Ya sólo cogerle el teléfono es un insulto,ira,0
dibujo hojitas le doy color a los pezones para que resalten de furia en fin es un trabajo duro pero alguien debe hacerlo,ira,0
@ACMEspanol Pareja?? Montella juega siempre con un solo 9. Uno iria al banco,otra,6
@DominguezViki Te faltó la ratita y hubiera sido más gracioso jajajajaja,alegria,3
"Os acordáis cuando, incluso en privado , alegrarse de la muerte de alguien nos producía cierto sonrojo ?",tristeza,2
"El propósito del ladrón es robar, matar y destruir; mi propósito es darles vida plena y abundante. Juan 10:10",alegria,3
"#Calamar #Guaviare, tierra donde también brilla el amarillo, azul y rojo de nuestra bandera ¡Feliz #20DeJulio! #UnLíderParaTodos",alegria,3
"Que chistoso cuando sales con alguien pero al final no funciona y la amistad sigue, entonces hasta le dices que te presente a tu crush 🙊😂",alegria,3
@MR11ok Que tristeza capital no debes irte vos.......🔴⚫🔴⚫🔴⚫,tristeza,2
"@mariobautista_ Por esta, y una mil razones más, estoy orgullosa de ser #Bautister",alegria,3
@anvalfajac taba bueno el incienso parece ,otra,6
"Cada vez pongo más temprano la alarma, ese pánico si se puede ver",miedo,1
"Se amargado se te ve, cuando vos andas patruyando me la como a tu mujer",ira,0
"La #klebsiella es una bacteria Gram (-), que según su especie pueden provocar infecciones urinaria, septicemia, rinitis atrofica.",otra,6
Todos los que me acompañaron ayer de vdd tienen un lugar en mi corazón ❤️ ¡Gracias amigos! (más el ceja que vive para el aeropuerto) jaja ,alegria,3
"@danisiachoque Qué bueno, me tenía preocupado eso de la dignidad y de aguantar hambre jajaja",alegria,3
"Que cae tan bien aunque sea un Mentiroso, Ja. 😅",alegria,3
@omarhernadez19 Estoy muy triste porque ya se nos acabo nuestro fin de semana y ya te extraño ,tristeza,2
@Jahiluz iggggh no sé si sentirme indignada o que >:v xD!,ira,0
Mis amigas me tienen abandonada,tristeza,2
Que cagada que mañana tenga que ir a reposición 🙁,ira,0
@Agosto_95 Uno pudiendo tener carnitas se queda con la tortilla  puedo hacer esto todo el día ,otra,6
ESTOY LLORANDO DE FELICIDAD,alegria,3
Estoy más ofendido que alzate cantando.,ira,0
"Pobre mi novio, casi le arranco la mano en el cine ",tristeza,2
Como se puede poner un mg a algo cuando te da #coraje que suceda. Un icono q represente #rabia en twitter ya. @marlol9 @labasculaTV,ira,0
"Si tienes el cabello rizado, sabes el terror que se vuelve con el clima húmedo 🦁",miedo,1
"Con el mame de Peña me he dado cuenta que muchos no saben usar comas. Okay, a mi también me fallan pero no tanto ",otra,6
Pasando el susto!! #Temblor ,miedo,1
@paynejoyce_ Así tipo vagabundos?   ,otra,6
Ahre la mina seguía resentida,ira,0
Lo mejor de todo son los memes que se hicieron de la fake 😆,alegria,3
Llegar a casa feliz de clase y encontrarme con más buenas noticias 💖😍 #Felicidad,alegria,3
"Indignada con @orange_es me podéis pasar una dirección para reclamar, llevo solo 2 meses con vosotros y ya me quiero IR!!!! 😡",ira,0
"@Gipsy_Toy @Dieci7Rayas Holii, yo por mí encantada JAJAJAJA",alegria,3
La gente se está muriendo de emoción por conocer a Sachin. Se nota en los tweets que nombran a la Wonkru #Ironía,otra,6
"@veysandoval Si entiendo Vey, pero yo tuve acné y las que me preguntan eso son amigas que no cuidan su higiene, sin afán de ofender !!",ira,0
"#DeColombiaMeGusta Su alegría y calidad humana, que se identifica en cualquier parte del mundo 🇨🇴🇨🇴🇨🇴",alegria,3
Siempre es lamentable un suicidio.,tristeza,2
Vi una historia en insta... muero de ansiedad por saber quien es? 🤔,otra,6
¿Quién se va a pasar toda la noche viendo películas de terror? Yo no porque después tengo pesadillas,miedo,1
Que risa me da la gente que esta mas pendiente de tu vida que de las de ellas  mismas!,alegria,3
Puedo decir qué son Vacaciones casi casi hasta qué me digan cuándo. 😅,alegria,3
@agustingtw_ Viste? Me dio una tristeza.,tristeza,2
enfurecida y sedienta de vino,ira,0
@galvanochoa Que sorpresa que nadie crea en el @INEMexico .,sorpresa,5
@GalaxyyGod AYYYYY ME VAIS A HACER LLORAR,tristeza,2
"@laulezz850 @AnibalPachanga5 Por quien lo decís? Pensé en Paula, pero de flaca y escuálida no tiene nada!! Será la aburrida de chechu😂😂",alegria,3
Ve bien por la vida y te ira bien en la mida... asi ei!,alegria,3
@benjaminsmithh_ te amo carajo mierda tengo tanto q contarte te voy hasta a llorar por teléfono preparate mentalmente,otra,6
se enojo porq le aplique la del maincra,ira,0
"@leoabm_ Contándonos, porque ajá ",otra,6
@mujerlunabella Nada más están los trabajadores del hotel no mames ,ira,0
Dia de pinote 😅,alegria,3
@YarielaMora @Haylock049 @jits2899 @Danielaeche07 Que cansado 😪,tristeza,2
"@marianlopez1324 Borre messenger, nadie me habla por ahi 😟",tristeza,2
En la cámara gesell se escuchan voces y pasos pero no hay nadie. ,miedo,1
Que @KikoMatamoros no haya conseguido enchufar a ninguno de sus inútiles hijos en salvame y #huracanalba lo consiga tiene que joder #rabia,ira,0
@Kote2203 Oye la Kgo!!! Tremenda cola jjajjajajjajjajajjaja No me gustan los gatos  Pero si es lindo!,alegria,3
No le sale estar enojada 😏🔥,alegria,3
Es curioso que la definición de depresión como expresión patológica del fracaso del humano tardomoderno sólo aplica para clase media y alta.,otra,6
Solo uso fb para guardar memes ,otra,6
"@michi_alison Tienen que ser números escritos o pueden ser 1,2,3... ? 😅",otra,6
Odio estar tan enojada y que me de risa💆,ira,0
@LaBarraDePacho @Joha_Jimenez @pablosabbag11 1. Entiendan Sabbag esta HOY en la Sub 20. 2. El @AsoDeporCali no juega para sus delanteros.,otra,6
@traffiCARACAS es triste que estén arremetiendo con la gente inocente abusadores en casa tenemos familia e hijos que nos esperan a diario,tristeza,2
@eliasintwiter Suerte y disfruta!!! ,alegria,3
"Hace un año atrás entrabas a mi vida despacito sin romper nada, con desconfianza y dudas..  Y hoy te amo más que a nada! ⚓",alegria,3
"@cokeanthony Ibas para eso,  pero después de lo que vi el sábado, te miro con temor 😳",miedo,1
"@workxholic Sentía un cosquilleo agradable, sonrió. —Gracias, Azu. Eres demasiado agradable, hablar contigo siempre me anima.",alegria,3
@lugegasa Y si es Malito? 🙈 ,alegria,3
Pero que ganas de que tengas un caniche así te lo pateo hijo de puta un insulto que diga,ira,0
Un espejo para @marialauratv ASAP: tilda de violento a @jlespert y tu discurso? ,ira,0
"1:25am tengo muuucha hambre, comer algo o dormir? ",otra,6
Un lunes de finales y comienzos... Y miedo ,miedo,1
Me siento re cansada... Mucho viaje 😴,otra,6
@chupita13 Me da rabia tio,ira,0
@SofDiaz99 Ya se🌝pero es mi parte fav ,alegria,3
"Acano de descubrir la opción de ""conversación secreta"" de messenger, y aunque me parece entretenido me pregunto si todo esto es necesario.",sorpresa,5
Amor peligroso. ¿Es amor cuando se dice tan fácilmente 'adiós'? ¿Es amor cuando nos hemos rendido antes de que lo intentáramos?,tristeza,2
Quiero mirar una peli graciosa y no se cual mirar ._.,otra,6
Quién juega Chess?,otra,6
He ofendido a Dios y a la humanidad porque mi trabajo no tuvo la calidad que debía haber tenido,tristeza,2
@los40mx @PaolaGalina @CD9 Una divertida y padre entrevista Pao,alegria,3
Sigo intentando no rendirme ante el temor si lo que viene suele ser mucho mejor.,miedo,1
"“Todos conocemos el final Y el final no es #feliz Porque sabemos el desenlace, pero ignoramos el argumento” #DavidTrueba #TierraDeCampos",tristeza,2
@ByankaNarvaez Vamos a ver si es verdad. Yo voy a escribir ahorita ,otra,6
"@CualRevolucion Tristemente es así, estamos en manos de mínimo 4 corporaciones internacionales, porque son corporaciones",tristeza,2
"Baby, dicen que el que muere de amor, muere soñando pero yo prefiero no perderte y soñar, pero despierto @ToroAgostina #Feliz #CumpleMes 29😍",alegria,3
"@MientrasleoS Llueve? Donde? Invernalia? Aquí en la capital de los 7 Reinos, mañana más que agradable, procedemos al santo ritual.",alegria,3
Así hasta da gusto tuitear.,alegria,3
@MariannaADzib @CheloB18 El jueves o viernes ,otra,6
@Ivansexxxoso Exagerado... me cuesta encontrar amigos así y luego luego te quieres ir... 🙁,tristeza,2
Quiero subir fotos y no puedo 😢,tristeza,2
Mañana llevan juegos nuevos al trabajo y estoy re emocionada por probarlos. Tengo 5 años,alegria,3
"@Fer17ElViaducto @Ayee_Taverniti Queridoooo, para esa peli se necesita concentración! Jaja. Es genial, me alegro que te haya gustado ajja",alegria,3
Haber que onda curious cat ,otra,6
"La vía electoral convalida ANC. Y esta a su vez aprobará refinanciamiento de deuda, compra de armas y nueva deuda... Gracias #ironico",ira,0
Se revoluciona tw con zinos ,otra,6
"Una no se levanta amorosa todos los días, aprovechen ",alegria,3
@JuanOrlandoH Muy contenta porque mi familia era mas que explotada con esos elevados intereses.. Se les termino la fiesta,alegria,3
Y ahora es cuando más me doy cuenta lo afortunada que fuí.,alegria,3
Querer lo que no se puede tener sólo lleva a la desesperación y la locura.,otra,6
La preocupada 🙄🙄,miedo,1
"@OlamAmezkaita no solo a mi, varias personas recibimos esa respuesta y por el enojo se empezaron a mover las sillas. @anabeatrizglez1",ira,0
Cuando olvidas ponerle a un tuit la etiqueta #Ironía y todos crees que lo que escribiste es una afirmación #MalaMía,ira,0
"Ayyyyyy quiero que se pongan las pilas asi así me dan el 28 a mi, lpmmmmm",otra,6
Juro que estoy muy enojado en este momento,ira,0
"Mi indignación viene de que me sepa hasta cómo crece una puta uña o todas las capas de los dientes, y luego nos saltemos una parte del",ira,0
"Quiero estar contigo a pesar de las peleas, llantos, risas, enojos, besos, celos y berrinches; pero siempre juntos.",otra,6
A qué hora es que tira uno para salir de la tristeza?,tristeza,2
están dando las notas del promedio d historia ,otra,6
extraño ver las caritas de mis amigas esperándome en casa rosa ,tristeza,2
@soyleomontero @tonyparker @MDN_C9 @canal9oficial Que Buena nota!!Terrible onda de Tony Parker!! Pegado a la tele estoy ja,alegria,3
Si te hubiera conocido en 2012.. igual me hubieras encantado bie.,alegria,3
De verdad que dicha que me di cuenta la clase de personas que están a mi alrededor 👌🏽 justo en mi cara las verdades 👌🏽,alegria,3
@ElAlbanBorja cuando eras niño el mejor plan de fds era ir a los juegos del cc y terminar comiendo en tacos california #GrandeElAlbanBorja ,alegria,3
Huele a peligro 🔥💪🏽🎶,otra,6
"No estoy llorando, se me metió un Hybrid Theory en el ojo.",tristeza,2
Mi hermana quiere dormir y no la dejo xq estoy viendo encantada . Quien tiene 7 ahora??,alegria,3
No hay cosa que me alegre más el día que ir guiando y ver un perrito en la ventana de otro carro jugando con el viento :'),alegria,3
@ruggelariamor_ Ay que bien 😃,alegria,3
"Porque todas las malas vienen juntas? Una bien nunca, no? Que suerte la mia lah😤",ira,0
"Ali si tenía un anillo 😥💔 Oooh,Peri!!! 😱 Zafer... 😠#UnaEsperadaReconciliacion",sorpresa,5
@liz_2797 *me divierte* ,alegria,3
"@el_geniecito Por cada mujer un aroma, derrochando sensualidad que deslumbra. ",otra,6
@OzielCVargas9 Gracias!!! ,alegria,3
Verte me causa un extraño placer. Tenerte en mis brazos me puede enloquecer.,alegria,3
My white roommate is making tamales tomorrow.. a ver cómo le salen ,otra,6
"A raiz de tanta ira causada a iglesia catolica apoyo a #LGTB por Lorena Castillo, Ulloa deberia devolver los millones incluso a nunciatura.",ira,0
"@LuliZarate6 JAJAJA 😎😎😎 por eso somos amigas, somos especiales. 😊",alegria,3
'Si te veo sonreír me siento completo'. Estallo de amor por mis amigoooos💥💖💖,alegria,3
"Que afortunada soy de tener a los amigos que tengo, de verdad lo mejor de mi vida❤",alegria,3
"@delsimonee ""PANCHOOO"" ""sos diosisima"" ""Me deprimis"" ""Me caes re bien"" ""muy loca ""  "" Re divertida""",alegria,3
"Tras que uno les hace los favores, se quejan que cojones ",ira,0
"@Andliam Coincido. Es muy fácil creer que sentir desesperación es tener uno, y va mucho más allá. Sobrellevar ataques requiere más de ti  :(",tristeza,2
"Da rabia igual que haya gente que busca tanto y nunca llega, y otros que lo tienen enfrente y no lo quieren ver. Pero bueno, decisiones.",ira,0
El cielo está que se cae!!!!! 😥,tristeza,2
"No presumí mi ayuda a los damnificados, creo que perdí mi boleto al paraíso. ",otra,6
Unas cervezas bien frescas y música en casa ,alegria,3
@maferestrada @clauprdzs RT X 100000000 y la conozco desde hace mas años que tu ,alegria,3
Ya extrañaba muchísimo a mi novio ,tristeza,2
"Definitivamente soy el tipo de persona que da lo que recibe, y la forma en que nos llevamos es el más claro ejemplo de eso ",otra,6
Y sigo esperando la invitación ,otra,6
Aunque ya no esté rubia. /Se tira al suelo a llorar.,tristeza,2
Sentir esa sensación de quererte enamorar... 😅,alegria,3
@facudelacoope10 ta bien ta bien ,alegria,3
"El Teempo es el enemigokindestructible, puede ser vencido en mas de mil batallas, pero en la ultima permanecera implacable.",otra,6
¡Feliz día a todos mis amigos y amigas de Misiones que pasen un día lleno de luz y alegria!!!,alegria,3
"@Valeria_Morante En mi caso, si le valgo madre 😅",alegria,3
"Quién se va a pasar toda la noche viendo películas de terror? Yo no, adivinaron",otra,6
"@MeridaProtesta @Clementina266 La dictadura está desesperada,todo es éxito para la oposición Eso es insoportable para ellos,",ira,0
Necesito una cama con urgencia 😥,tristeza,2
Ayyyy ando de un drama musical ,tristeza,2
"@babynlf Fue inevitable el chasquido de lengua que resultó posterior a la sonrisa ajena, y si bien aún no se deshacía del de rubiales, la >",alegria,3
@Pabalsesgenial Jajajaja sii  😅,alegria,3
Hablame claro...  Que es lo que tu quieres de mi Estoy cansado de oir Miles de cuentos raros,ira,0
Nadie te puede preparar para el #amor y el ,tristeza,2
@Dxllnweeks Gracias. ,alegria,3
"Lo de libertad libertad, sin ira libertad, no hay que tomarselo al pie de la letra",otra,6
"No soy experto en...pero en serio, el cine de #terror debe renovarse, ya nada da miedo y es lo mismo de lo mismo! #Annabelle2 #cine",otra,6
Estoy en mi momento de rabia y odio contra el mundo. Los odio a todos.,ira,0
"@Vane_Twitts Utaa, no pues ya estuvo que no van a festejar ",tristeza,2
"@cayeruby @viviperez_r Ojalá encuentren. A ese infeliz, bestia",ira,0
@paolaarl1622 Tu y tus berrinches mujer!. Háblame aqui que msn no me jala,ira,0
Mi hematoma sigue cambiando de color ,miedo,1
¿Tembló o es mi puta imaginación? No puedo con esto. ,miedo,1
Demasiada tensión. Días definitivos en los que todo se juega.  Que no se pierdan las esperanzas. Hay que seguir luchando siempre.,miedo,1
Ojalá una precuela de Imperator Furiosa.,ira,0
@___amsyar55 Describe plis ,otra,6
Pues me da que el hijo de Trump (parece un insulto pero no lo es) se está inmolando por papá y la abogada rusa tapa los verdaderos contactos,ira,0
@MtzAnaid Nunca en tu vida habías visto tan buenos memes ,alegria,3
"Yo puedo estar feliz, triste, enojada, con miedo, cansada, aborrecia, eléctrica, pensativa, borracha o sobria y mi cara siempre será 👉🏽 😒",ira,0
@UnOsocornio Ponte mejor pantalones para dormir. ,otra,6
"Me encanta esa gente que cuando deja de tener novi@ vuelve a querer salir contigo, pero si se echa otr@ vuelve a desaparecer #Ironia",ira,0
Ese momento cuando tus amigos comparten sus memes con tu mamá y no con vos *canción depresiva de fondo*,tristeza,2
"yo quiero q me toque una cumbita, yo quiero q la baile Maribel, quiero ver su graciosa figuritaa, moviendo los pies, los pies, los piesss",alegria,3
"@Gi_del_Blanco a mi tmp, triste",tristeza,2
@SIAOCTRL @JCYCTRL Males 😃,alegria,3
"@SxrcasticBatman < la cara en su mano. De reojo, no podía dejar de mirar al pálido, pensando en si estaría enfadado por algo con él.-",otra,6
"Mi @Angela_ChefMX ""corazón de chocolate"" 👉👈 😍 😅",alegria,3
@tropianorosana @locosxelfutbol Vos sos una grande!!! ,alegria,3
