text,labels
"#CualquieraMenosPetro Rodolfo es el gallo tapado del Uribismo, pero ni así van a poder con el Pacto Histórico, vamos por esa segunda vuelta @petrogustavo","[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
@AlbertoBernalLe @FicoGutierrez Lo único que sé es que mi voto en segunda vuelta es por RODOLFO  en Antioquia con #CualquieraMenosPetro,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"Buenos días!!!!  La votación de hoy puede cambiar a Colombia, ese cambio que ha sido tan esquivo, hoy esta cerca y usted es quien decide con su voto... A VOTAR! y a construir en mejor país para todxs. #Elecciones2022  #Colombia  #ColombiaDecide","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"¿No sintieron esa satisfacción de  emoción porque gracias a su voto puede cambiar el futuro país? Pues si no lo ha sentido, ¡vaya y vote! 🎉 #ElCambioEnPrimera #SiVotamosGanamos #Elecciones2022","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Cualquiera menos FICO ! #EleccionesColombia #Elecciones2022  A destronar el Uribismo,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
La robada de la presidencia de John Milton Rodríguez será monumental 😂 #Elecciones2022,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
Disque #Ficopresidente y quedo entre el viejito y Petro #Elecciones2022,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
Yo no quiero segunda vueltaaaaa. #Elecciones2022,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DIOSSSSS QUE DOLOR DE CABEZAAAAAAAA #Elecciones2022,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
A Sergio Fajardo deberían darle una materia para dictar y se entretenga y deje de estar pensando en hacer  política #Elecciones2022 🤦🏻‍♂️,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"@vane05237110 Los votos de Federico se van el 100% para Rodolfo, y el guerrillero delincuente, Petrochenko, volverá a perder la presidencia. La mayor pesadilla que tenía Petro, era que Rodolfo pasara a segunda vuelta, y se le hizo realidad. ay Petro, preocupante, #Elecciones2022","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
El panorama político de nuestro país es una RECOCHA #elecciones2022,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
La ignorancia es la mayor felicidad para el ser humano.. y Colombia es el pais mas feliz del mundo. #Elecciones2022,"[0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]"
"Si antes decían que nos íbamos a volver como Venezuela, ahora sí va a ser así.  El Uribismo se ""unirá"" al que fue siempre su caballo de troya para garantizar la continuidad de la ""gestión (🙄)"" de Duque.  ¡¡¡Y bienvenidos a los juegos del hambre!!!  #Colombia #Elecciones2022","[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"Pues no estoy contento, pero estoy conforme  #Elecciones2022","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Vamos viejo querido póngase los pantalones por todos que estamos cansados de la corrupción y de que se roben la plata de el pueblo para mantener a un poco de ratas con corbata 🇨🇴💪 #Elecciones2022,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"@petrogustavo Eso es lo que no le gusta a los que ahora ostentan el poder, que el pueblo sólo será salvado y defendido por el pueblo. ¡Firme con Petro! #PetroPresidenteEnPrimera","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"Dejen listo el esfero para mañana, porque recuerden, 'un esfero es más importante que un fusil'. #HastaQueLaDignidadSeHagaCostumbre #PetroPresidenteEnPrimera","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"@caro3111811 hampòn su abuela. la justicia ya habló..aunque bueno eso a ustedes les resbala. limpiecito está Petrosky.. todo lo contrario a todo lo que huela a Uribe, el peor genocida que ha parido Colombia #PetroPresidenteEnPrimera #PetroPresidente2022","[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
Solo faltan unas horas para ir a votar por @petrogustavo  SE VIENE EL CAMBIOSKY. #PetroPresidenteEnPrimera  #PetroEsElCambio,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"Se llegó la tan anhelada fecha, mayo 29 de 2022. Por favor, votemos por el cambio, no es solo por usted o por mí, es por todos. Ya muchos años comiendo de la misma 💩.   #ElCambioEnPrimera  #PetroPresidente2022  #PetroPresidenteEnPrimera","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Buenos días   Con mucha ansiedad pero más listo que preparado.   QUIERO QUE @petrogustavo SEA MI PRESIDENTE 🇨🇴  #PetroPresidenteEnPrimera,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"Gustavo Petro y Francia Márquez hoy es el día , #ElCambioEnPrimera está victoria no la Para nadie .#PetroPresidenteEnPrimera . #cambialahistoria .","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"Ansioso por el cambio en primera es ahora! Por tus hijos, por los animales por el planeta y por vivir sabroso #PetroPresidenteEnPrimera","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"@10jhonatan19 @EsConFajardo No luchan por ganar sino más bien para que no gané #PetroPresidenteEnPrimera .,... Pero no van a poder, los que queremos un cambio real somos más","[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"Vamos por el cambio en primera,votemos por un mejor pais #PetroPresidenteEnPrimera","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"@FernanMartinez Ya perdiste Fernan. Tiene 4 años para hacer oposición, disfrútalos. #PetroPresidenteEnPrimera","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
