sentimento	created_at	emocion	annotator	lead_time	relevancia	updated_at	annotation_id	text	tweet_id	ironia	id
Asco	2023-04-03T23:56:29.827181Z	Si	1	8.688	Si	2023-04-03T23:56:29.827223Z	1035	La portada deber ser: " guerrillero o ingeniero". Petro nunca a dejado de ser guerrillo.como actúa,como piensa y como protege y está con los terroristas de farc,eln,farcomunes no hay que tener duda de eso.ningun exguerrillero ,guerrillero y punto.#ExguerrilleroOIngeniero	1538189960758575108	No	4528
{"choices": ["Desagrado", "Confianza"]}	2023-04-03T23:56:36.786584Z	Si	1	6.58	Si	2023-04-03T23:56:36.786649Z	1036	Exguerrillero estudiado,mejor y no ingeniero ladrón y corrupto #ExguerrilleroOIngeniero	1538204961338695683	No	4529
Confianza	2023-04-03T23:56:42.144655Z	Si	1	4.975	Si	2023-04-03T23:56:42.144708Z	1037	Siempre por el buen camino y solo lo representa el ingeniero. #ExguerrilleroOIngeniero	1538235122314526720	No	4530
Confianza	2023-04-03T23:56:54.537620Z	Si	1	12.016	Si	2023-04-03T23:56:54.537655Z	1038	Mi nombre es Óscar Espejo y quiero que Gustavo Petro sea mi presidente pero también quiero que Rodolfo sea mi amigo para que me invite a esas fiestas tan descontroladas. 😎 #ExguerrilleroOIngeniero	1538243770042486784	Si	4531
Desagrado	2023-04-03T23:57:05.650689Z	Si	1	10.732	Si	2023-04-03T23:57:05.650726Z	1039	¿Será que todos los "ingenieros"en Colombia como el tal Rodolfo Hernández: brutos, machistas y periqueros? ¿Qué pensaran de que un ingeniero sea quien se termine de tirar el país? ¿ #exguerrillerooingeniero?Guerrillero	1538252302519349250	No	4532
Confianza	2023-04-03T23:57:11.640603Z	Si	1	5.613	Si	2023-04-03T23:57:11.640647Z	1040	Entre el #ExGuerrilleroOIngeniero yo, Ali, me quedo con el ingeniero ¿y usted?   (Copia y pega con tu nombre)	1538257342411821057	No	4533
Miedo	2023-04-03T23:57:24.339805Z	Si	1	12.218	Si	2023-04-03T23:57:24.339843Z	1041	Siento q quieren generar una desmotivación al voto. Por favor salgamos masivamente a votar Q así quieran hacer fraude les quede imposible sobre la inminencia del voto mayoritario. No nos dejemos robar los sueños y la esperanza #RegistraduriaResponda @petrogustavo #PetroPresidente	1538031443754074112	No	4534
Ira	2023-04-03T23:57:34.599856Z	Si	1	9.852	Si	2023-04-03T23:57:34.599924Z	1042	Porque no aceptaron el software + era para poder hacer esto? #RegistraduriaResponda	1538074833426255872	No	4535
Desagrado	2023-04-03T23:57:42.602227Z	Si	1	7.599	Si	2023-04-03T23:57:42.602262Z	1043	El autor de todo esto esto es el señor Albaro Uribe velez, con razón tan escondido en estos últimos días #RegistraduriaResponda	1538083019885510657	No	4536
Ira	2023-04-03T23:57:51.793396Z	Si	1	8.729	Si	2023-04-03T23:57:51.793434Z	1044	#RegistraduriaResponda  ¿Aceptar la corrupción? Y no decir nada, simplemente callar y decir todo bien, registraduría corrupta.	1538136181581520897	No	4537
Ira	2023-04-03T23:57:58.391145Z	Si	1	6.213	Si	2023-04-03T23:57:58.391183Z	1045	No se han realizado las elecciones y la @Registraduria ya tiene los resultados ¿Así han sido las elecciones siempre en Colombia?  #RegistraduriaResponda	1538137240790093826	No	4538
Ira	2023-04-03T23:58:06.216721Z	Si	1	7.467	Si	2023-04-03T23:58:06.216759Z	1046	Pensábamos que la registraduría votaba después de las 4:00 pm del domingo, ahora sin sonrojarse, lo hacen dos días antes de las votaciones, aquí no hay garantías para quien piense distinto al establecimiento. #RegistraduriaResponda	1538151872216940552	No	4539
Ira	2023-04-03T23:58:18.893734Z	Si	1	12.275	Si	2023-04-03T23:58:18.893778Z	1047	@Pelicolombianas Estás fueron el tester del software adulterado. Tenían que hacer pruebas antes de su lanzamiento el 19J. Eso no es al azar. #RegistraduriaResponda	1538157063217496064	No	4540
{"choices": ["Ira", "Desagrado"]}	2023-04-03T23:58:34.032431Z	Si	1	14.759	Si	2023-04-03T23:58:34.032464Z	1048	#RegistraduriaResponda entonces madrugo para servir de jurado o ya tienen mi firma los E14 y demás formularios? Ah y por quién voté(?) Me pueden dar el certificado (?) #fraudeelectoral	1538166609067614209	Si	4541
Ira	2023-04-03T23:58:49.956368Z	Si	1	15.529	Si	2023-04-03T23:58:49.956405Z	1049	#RegistraduriaResponda #QuepasoconelDomingo los ciudadanos colombianos se despiertan el sábado con los resultados del domingo la registraduría en una asaña mundial pronostica, predice y materializa los resultados sin ir a las urnas te pasaste de eficiente @Registraduria responda	1538165251551776769	No	4542
Ira	2023-04-03T23:58:57.694777Z	Si	1	7.375	Si	2023-04-03T23:58:57.694813Z	1050	#RegistraduriaResponda Registraduría será culpable de una guerra civil sin precedentes .  Prefiero morir luchando que quedarme callado como siempre lo hemos hecho. Ya basta !!  Guerra civil hijueputas	1538171806733017090	No	4543
Desagrado	2023-04-03T23:59:04.293027Z	Si	1	6.21	Si	2023-04-03T23:59:04.293061Z	1051	#RegistraduriaResponda les informo que ya tenemos presidente, háganse los sorprendido.	1538175682987032577	Si	4544
{"choices": ["Ira", "Desagrado"]}	2023-04-03T23:59:13.950610Z	Si	1	9.296	Si	2023-04-03T23:59:13.950650Z	1052	#RegistraduriaResponda cuando se va a pronunciar la registraduria. Se les destapó el mierdero.	1538184219415007235	No	4545
{"choices": ["Asombro", "Ira", "Asco"]}	2023-04-03T23:59:27.451613Z	Si	1	13.086	Si	2023-04-03T23:59:27.451648Z	1053	#RegistraduriaResponda había visto cinismo en la vida, pero esto sobrepasa cualquier tipo...  Realmente asqueroso	1538190955160944646	No	4546
Desagrado	2023-04-03T23:59:39.243463Z	Si	1	11.413	Si	2023-04-03T23:59:39.243521Z	1054	Le exigimos a Petro que responda por el dinero que recibió del carrusel de la contratación para hacer campaña, y él para despistar acusa a la Registraduria de fraude.  Cuando gritan fraude sin empezar a votar es porque se declaran perdedores. #RegistraduriaResponda	1538216628298579969	No	4547
Ira	2023-04-03T23:59:48.258051Z	Si	1	8.646	Si	2023-04-03T23:59:48.258091Z	1055	#RegistraduriaResponda Quieren ver el pueblo berraco, porque vamos a salir a las calles y vamos hacer valer nuestros derechos, no más de los mismos, no más fraude, se está cansado que pasen por encima del pueblo y quiero ver a #revistasemana con su amarillismo	1538215607891632129	No	4548
Miedo	2023-04-04T00:00:02.210032Z	Si	1	13.56	Si	2023-04-04T00:00:02.210068Z	1056	Por una presentación en power point hecha por Guanumen van a justificar volver mierda el país a partir del 7 boletín de la registraduria. Voten temprano y quiten publicidad de los carros para que no les partan los vidrios. Mañana sueltan al demonio. #RegistraduriaResponda	1538285488557150208	No	4549
Confianza	2023-04-04T00:00:16.746682Z	Si	1	14.156	Si	2023-04-04T00:00:16.746734Z	1057	Venezuela acabó con el sector productivo por priorizar de manera casi exclusiva el sector de hidrocarburos, lo mismo que viene haciendo Colombia desde hace más de 20 años. @petrogustavo corregirá ese rumbo y en Colombia se volverá a generar riqueza #MiVotoEsAntiFraude	1538180488963272704	No	4550
Confianza	2023-04-04T00:00:20.522178Z	Si	1	3.405	Si	2023-04-04T00:00:20.522218Z	1058	Por la dignidad de @petrogustavo,que lo único que quiere es unir y no destruir. #MiVotoEsAntiFraude	1538185879428161537	No	4551
{"choices": ["Desagrado", "Confianza"]}	2023-04-04T00:00:26.951189Z	Si	1	6.033	Si	2023-04-04T00:00:26.951223Z	1059	#MiVotoEsAntifraude anticorrupción, antirodolfo, antiuribista, antiparamilitar, antisemana y antigentuza"de bien"	1538190553497620480	No	4552
{"choices": ["Desagrado", "Confianza"]}	2023-04-04T00:00:34.577361Z	Si	1	7.125	Si	2023-04-04T00:00:34.577396Z	1060	@ElQueLosDELATA ¡Mañana con toda en las urnas para derrotar a esta banda de mafiosos! #MiVotoEsAntifraude	1538196509115748354	No	4553
Confianza	2023-04-04T00:00:38.540007Z	Si	1	3.494	Si	2023-04-04T00:00:38.540045Z	1061	#MiVotoEsAntiFraude.por una vida digna y en paz.	1538247564495147009	No	4554
Decepción	2023-04-04T00:00:52.114180Z	Si	1	13.158	Si	2023-04-04T00:00:52.114223Z	1062	#MiVotoEsAntiFraude Mis paisanos si son muy bruticos, qué joda tan arrecha mano. Que van a votar por Godolfo para tener por primera vez un presidente santandereano... 🤔 Y Aquileo Parra de Barichara presidente entre 1876-1878...	1538264126962769923	No	4555
Miedo	2023-04-04T00:00:59.774909Z	Si	1	7.242	Si	2023-04-04T00:00:59.774973Z	1063	Si no se hace la alerta del fraude en redes sociales amanecemos mañana con Iván Duque reelegido. #MiVotoEsAntifraude	1538281739650572289	No	4556
Confianza	2023-04-04T00:01:04.171318Z	Si	1	3.977	Si	2023-04-04T00:01:04.171358Z	1064	#MiVotoEsAntiFraude nuestro voto es por la promesa de un mejor país y los hechos que la respaldan.	1538294165536129026	No	4557
Confianza	2023-04-04T00:01:06.950860Z	Si	1	2.422	Si	2023-04-04T00:01:06.950900Z	1065	#RHGanador mi voto por Rodolfo Hernández.	1537949823550169089	No	4558
Confianza	2023-04-04T00:01:18.259102Z	Si	1	10.939	Si	2023-04-04T00:01:18.259138Z	1066	#RHGanador con la victoria de R. HERNÁNDEZ el domingo, tendremos desde el lunes el dólar en bajada sostenida, la llegada masiva de capitales de inversión y el arranque de miles de proyectos parados a la espera de saberse que el totalitario chavista no ganó	1537990534131634178	No	4559
Confianza	2023-04-04T00:01:25.391417Z	Si	1	6.736	Si	2023-04-04T00:01:25.391454Z	1067	#RHGanador  No hay fuerza humana q pueda derrocar a quien se fundamente en lo bueno, en el amor, en el respeto, en la construcción y no en la destrucción. #RHGanador	1538008081702875136	No	4560
Desagrado	2023-04-04T00:01:39.524920Z	Si	1	13.759	Si	2023-04-04T00:01:39.524962Z	1068	@MafeCarrascal Uy Mafe... Yo creo que después de tremenda semana tan desastrosa todo se echó a perder... En la esquina del horno se les quemó el pan y los derrotaremos #RHGanador y RH Positivo contra el Pacto Maldito y #LaMaldadaPetrista ahora con las casas costeñas comprándoles votos a uds!	1538035623214338049	Si	4561
Decepción	2023-04-04T00:01:55.749008Z	Si	1	15.838	Si	2023-04-04T00:01:55.749059Z	1069	La gente si es boba parce, eso es comer mucho cuento, es estar ciego y ser tonto, #RHGanador otro Duque, les quedo gustando comer mierd4	1538151238650499074	No	4562
Desagrado	2023-04-04T00:02:12.434806Z	Si	1	16.311	Si	2023-04-04T00:02:12.434845Z	1070	@AABenedetti @petrogustavo no han salido los resultados y ya empezaron las pataletas?? desde que el #RHGanador se monto a segunda vuelta sabian que perdian..... no dan ni lastima la manera de uds hacer politica	1538194293936033793	No	4563
Confianza	2023-04-04T00:02:18.654930Z	Si	1	5.79	Si	2023-04-04T00:02:18.654981Z	1071	Rodolfo Hernández próximo presidente de Colombia con la ayuda de Dios #RHGanador	1538219098127093761	No	4564
{"choices": ["Desagrado", "Confianza"]}	2023-04-04T00:02:30.417566Z	Si	1	11.374	Si	2023-04-04T00:02:30.417620Z	1072	#YoVotoPor Por una educación gratuita. #YoVotoPor Una reforma a a la salud que derribe las pirámides que los uribistas han creado para desangrar el pueblo.  #YoVotoPor #PetroPresidenteEnsegunda #RodolfoCobarde	1537955604471238656	No	4565
Confianza	2023-04-04T00:02:34.162046Z	Si	1	3.358	Si	2023-04-04T00:02:34.162097Z	1073	#PetroPresidenteEnsegunda Petro merece la Presidencia ya	1538262618661601282	No	4566
Desagrado	2023-04-04T00:02:40.156683Z	Si	1	5.603	Si	2023-04-04T00:02:40.156718Z	1074	Mi voto no es  #PetroEsPresidente  mi voto es para que Marbelle se vaya del país.	1538481197285838849	Si	4567
Alegria	2023-04-04T00:02:50.107242Z	Si	1	9.575	Si	2023-04-04T00:02:50.107285Z	1075	#PetroEsPresidente porque la voluntad  del pueblo lo decidió así. Por un nuevo amanecer, por la esperanza, por la justicia, La paz y la equidad.  Colombia potencia de la vida 😍❤👏🎊🎉🇨🇴👏🇨🇴👏🇨🇴👏🇨🇴👏🇨🇴👏🇨🇴👏🇨🇴👏🇨🇴👏	1538505539109412864	No	4568
Desagrado	2023-04-04T00:02:57.488723Z	Si	1	6.969	Si	2023-04-04T00:02:57.488760Z	1076	#PetroEsPresidente porque hoy será el día de entierro del Uribato y su Combo	1538513835321081858	No	4569
Alegria	2023-04-04T00:03:05.520205Z	Si	1	7.66	Si	2023-04-04T00:03:05.520254Z	1077	De acuerdo a lo que he visto hasta este momento LA GENTE MADRUGO A VOTARRRRRR, los jamo❤️ #PetroEsPresidente	1538512708684992513	No	4570
Alegria	2023-04-04T00:03:10.289245Z	Si	1	4.372	Si	2023-04-04T00:03:10.289280Z	1078	#PetroEsPresidente Aquí acabé de convencer a mi mamá y la voy a llevar a votar por Gustavo Petro. Esta que se me sale el corazón de la felicidad	1538524846174380032	No	4571
Confianza	2023-04-04T00:03:13.898573Z	Si	1	3.176	Si	2023-04-04T00:03:13.898634Z	1079	Vlfuerza que vamos a ganar #PetroEsPresidente	1538543030428377093	No	4572
Confianza	2023-04-04T00:03:18.189042Z	Si	1	3.85	Si	2023-04-04T00:03:18.189110Z	1080	Ya los que votamos sabemos que  #PetroEsPresidente	1538572843264393217	No	4573
Alegria	2023-04-04T00:03:22.078426Z	Si	1	3.456	Si	2023-04-04T00:03:22.078464Z	1081	🎶💃🏽🕺🏾🎶por petro por petro🎶 yo ya vote por Petro🎶💃🏽💃🏽🕺🏾 #PetroEsPresidente	1538586518150909958	No	4574
Confianza	2023-04-04T00:03:26.599565Z	Si	1	4.145	Si	2023-04-04T00:03:26.599624Z	1082	Hoy ganamos todos, @petrogustavo tiene nuestro confianza y nuestro dolor, ayúdennos a seguir salvaguardando nuestro país. Hoy #PetroEsPresidente 🇨🇴🥺	1538641080685568003	No	4575
Confianza	2023-04-04T00:03:33.050854Z	Si	1	6.05	Si	2023-04-04T00:03:33.050888Z	1083	Abracemonos virtualmente todos aquí amiguitos, que sea lo mejor para este país tan mamado de lo mismo. #PetroEsPresidente	1538642246391693314	No	4576
Confianza	2023-04-04T00:03:36.979675Z	Si	1	3.56	Si	2023-04-04T00:03:36.979744Z	1084	Por fin viví para volver a ver a Colombia con presidente. #PetroEsPresidente	1538644859849949184	No	4577
Alegria	2023-04-04T00:03:44.227369Z	Si	1	6.867	Si	2023-04-04T00:03:44.227412Z	1085	En 2022 Colombia cambió, los países cambian cuando su gente cambia, y este resultado lo demuestra. Ahora a darle significado y resultados al cambio, deseo que @petrogustavo y el Pacto Histórico demuestren lo que un gobierno progresista puede lograr. #PetroEsPresidente	1538643579828162562	No	4578
Alegria	2023-04-04T00:03:52.993266Z	Si	1	8.387	Si	2023-04-04T00:03:52.993305Z	1086	Independientemente de los apegos políticos, este acontecimiento es histórico: #PetroEsPresidente .La derecha siempre gobernó y las brechas socioeconómicas son brutales. Había que darle una oportunidad a la izquierda. Confiemos en q todo será para mejor. ¡#VivirSabroso!	1538646638578778113	No	4579
Alegria	2023-04-04T00:03:56.614946Z	Si	1	3.225	Si	2023-04-04T00:03:56.615017Z	1087	Hoy ganaron las víctimas, las mujeres, las feministas y las pobres. Ganó la esperanza y la alegría. Ganamos todas todos y todes.  Gracias Petro, gracias Francia. Ustedes le dieron esperanza a este país💖😭  #PetroPresidente #PetroEsPresidente #PetroPresidenteEnPrimera	1538650365155020800	No	4580
Alegria	2023-04-04T00:04:04.599185Z	Si	1	7.589	Si	2023-04-04T00:04:04.599229Z	1088	Murió el uribismo y las nuevas juventudes asumieron su país.   Ojalá estuvieran para ver esto, Garzón y Molano.   Me uno al sentir desde Ecuador 🇨🇴  #PetroEsPresidente	1538652612320296960	No	4581
Alegria	2023-04-04T00:04:07.538680Z	Si	1	2.514	Si	2023-04-04T00:04:07.538733Z	1089	Estoy putamente feliz! Lo que digan los demás me vale huevo! #PetroEsPresidente #HastaQueLaDignidadSeHagaCostumbre	1538650911463165954	No	4582
Alegria	2023-04-04T00:04:12.441737Z	Si	1	4.456	Si	2023-04-04T00:04:12.441776Z	1090	Gracias, infinitas gracias o todxs lxs colombianxs coherentes que quieren un cambio verdadero, conocer la paz y una verdadera democracia, #PetroEsPresidente  #VivirSabroso ya será una realidad. #TeQuieroMuchoColombia	1538650731967832064	No	4583
{"choices": ["Desagrado", "Alegria"]}	2023-04-04T00:04:29.580647Z	Si	1	16.733	Si	2023-04-04T00:04:29.580703Z	1091	independientemente de que haya sido @petrogustavo, la historia hoy dirá que EL URIBISMO MURIÓ y eso es lo que importa #PetroEsPresidente	1538657849655627776	No	4584
Desagrado	2023-04-04T00:04:43.011199Z	Si	1	13.009	Si	2023-04-04T00:04:43.011240Z	1092	Hay mucha gente que posterior a los resultados electorales escribe "me dueles Colombia" o "hoy perdió la democracia", recuerdo que he llevado los últimos  16 años pasando por lo mismo y se siente una chimba verlo desde el otro lado. 🤣  #EleccionesColombia2022 #PetroEsPresidente	1538661212640227330	Si	4585
Alegria	2023-04-04T00:04:49.271779Z	Si	1	5.853	Si	2023-04-04T00:04:49.271856Z	1093	hasta que la dignidad se haga costumbre❣ #PetroEsPresidente	1538661430488186883	No	4586
{"choices": ["Desagrado", "Alegria"]}	2023-04-04T00:04:59.717347Z	Si	1	10.052	Si	2023-04-04T00:04:59.717382Z	1094	Estoy haciendo una vaca para comprar los pasajes de @Marbelle30 ¿Quien dijo yo ? #PetroEsPresidente #Marbelle	1538672387893469185	Si	4587
Miedo	2023-04-04T00:05:09.715380Z	Si	1	9.579	Si	2023-04-04T00:05:09.715421Z	1095	#PetroEsPresidente y Colombia se va a volver jodida en materia económica.  Posdata: Compren dólares ya, porque luego van a valer más de 8 lucas.	1538672852248969216	No	4588
Alegria	2023-04-04T00:05:17.576166Z	Si	1	7.444	Si	2023-04-04T00:05:17.576206Z	1096	Que bonita dia, me alegra ver fila en los puestos de votación. Eso significa que sin importar por quien va a votar, hoy Colombia si decide. #EleccionesPresidenciales2022	1538571142088347653	No	4589
	2023-04-04T00:05:31.368655Z	No	1	13.391	Si	2023-04-04T00:05:31.368699Z	1097	Históricas elecciones para Gustavo Petro y su campaña. Podemos decir que hoy empieza el punto más alto del candidato (50,51%). #EleccionesPresidenciales2022 #RumordeCorredor	1538646288434077696		4590
Confianza	2023-04-04T00:05:37.863369Z	Si	1	6.089	Si	2023-04-04T00:05:37.863407Z	1098	@Fennix73 Amen... Todos a votar Masivamente temprano sin vacilaciones #ExguerrillerooIngeniero Colombia decide y debe decidír bien.... las dos opciones.... Ingeniero 100%....	1538313731310030848	No	4591
Confianza	2023-04-04T00:05:46.130861Z	Si	1	7.854	Si	2023-04-04T00:05:46.130914Z	1099	Entre el #ExGuerrilleroOIngeniero yo, Marcela Osorio, me quedo con el ingeniero ¿y usted?   (Copia y pega con tu nombre)	1538360363082825730	No	4592
{"choices": ["Ira", "Desagrado"]}	2023-04-04T00:05:56.582360Z	Si	1	10.041	Si	2023-04-04T00:05:56.582419Z	1100	El uribismo no sólo quiere legalizar la corrupción en Colombia, peor aún: quiere que sea socialmente aceptada.  Hoy vamos a ver si lo consiguen.  #EleccionesColombia2022 #PetroPresidente2022	1538389838650564609	No	4593
Alegria	2023-04-04T00:06:05.788291Z	Si	1	8.819	Si	2023-04-04T00:06:05.788327Z	1101	Buenos y comunistas días mi gente revolucionaria ❤️ hoy se sale a votar #PetroPresidenteEnsegunda por un cambio para nuestro país. #EleccionesColombia2022	1538391984372686852	No	4594
Desagrado	2023-04-04T00:06:13.234978Z	Si	1	7.063	Si	2023-04-04T00:06:13.235026Z	1102	YO NO QUIERO QUE AUMENTEN LAS SEMANAS NI LA EDAD DE PENSION MI VOTO ES POR EL ECONOMISTA @petrogustavo  YO NO VOTO POR INGENIEROS CORRUPTOS.  #PetroPresidente  #EleccionesColombia2022  #ExguerrilleroOIngeniero	1538486617945563144	No	4595
Confianza	2023-04-04T00:06:16.335701Z	Si	1	2.664	Si	2023-04-04T00:06:16.335737Z	1103	. Todos a votar bien temprano vamos a darle el cambio a Colombia!  #PetroPresidente @petrogustavo #EleccionesColombia2022	1538512395261313025	No	4596
Miedo	2023-04-04T00:06:22.973683Z	Si	1	6.226	Si	2023-04-04T00:06:22.973721Z	1104	Colombia no volverá a tener un candidato como Gustavo Petro, y sí hoy no gana los únicos que habremos perdido somos los Colombianos. #PetroPresidente #EleccionesColombia2022	1538528485647470594	No	4597
Confianza	2023-04-04T00:06:40.602490Z	Si	1	17.2	Si	2023-04-04T00:06:40.602538Z	1105	Hoy salimos todos a elegir un cambio, a elegir la democracia, a elegir la dignidad y la justicia hoy votamos #PetroPresidente #FranciaMarquezVicepresidenta  únete a @Noti_Space para seguir las elecciones y escuchar los diferentes puntos de vista de las #EleccionesColombia2022	1538539890195025921	No	4598
Decepción	2023-04-04T00:06:59.458734Z	Si	1	18.478	Si	2023-04-04T00:06:59.458775Z	1106	Ique no la caguen con su voto!  En estas elecciones era más alta la probabilidad de cagarla, es más, ya no hay manera de no cagarla!  #Vota #EleccionesColombia2022 #YaQueHpta	1538554679352762370	No	4599
Desagrado	2023-04-04T00:07:07.606284Z	Si	1	7.67	Si	2023-04-04T00:07:07.606340Z	1107	Santandereanos Siempre adelante ni un paso atras, pero votar por Rodolfo Hernández JAMAS!! #EleccionesColombia2022	1538563780761817089	No	4600
Confianza	2023-04-04T00:07:11.716407Z	Si	1	3.606	Si	2023-04-04T00:07:11.716459Z	1108	Mi voto es secretosky, por un cambio real, por la paz, por la vida. Es hora de tener un país mejor y unido. #EleccionesColombia2022 #PetroPresidente	1538562785675812866	No	4601
Desagrado	2023-04-04T00:07:21.284367Z	Si	1	9.176	Si	2023-04-04T00:07:21.284404Z	1109	A pocas horas de saber quién será el hijueputa que nos mienta y nos engañe por los próximos 4 años 🥰🙃 #EleccionesColombia2022	1538600522063790080	Si	4602
{"choices": ["Asombro", "Desagrado"]}	2023-04-04T00:07:35.447410Z	Si	1	13.756	Si	2023-04-04T00:07:35.447444Z	1110	Cómo mínimo es curioso la forma en que ambos bandos utilizan a Dios para justificar sus actos, debe ser una de las más grandes contradicciones del monoteísmo.   Cada quien modela su creencia a su propia imagen.   #EleccionesColombia2022	1538601294004465664	No	4603
{"choices": ["Decepción", "Desagrado"]}	2023-04-04T00:07:44.998495Z	Si	1	9.127	Si	2023-04-04T00:07:44.998534Z	1111	Hacia donde debo volver a emigrar? #EleccionesColombia2022	1538615093969276929	No	4604
Miedo	2023-04-04T00:07:56.101242Z	Si	1	10.685	Si	2023-04-04T00:07:56.101299Z	1112	Pobres colombianos si viendo lo que está pasando en los países con gentuza comunistas como estos no entiende !!! Esta película ya está muy gastada  pero los tontos no ven . Ojalá y Colombia se deshaga del comunismos con el perverso de petro  #EleccionesColombia2022	1538615709554589698	No	4605
{"choices": ["Ira", "Desagrado"]}	2023-04-04T00:08:12.837429Z	Si	1	16.317	Si	2023-04-04T00:08:12.837534Z	1113	#PetroPresidente #EleccionesColombia2022  Como ya se sabe que va a ganar el Retrogrado Rodolfo Hernández por orden de las grandes élites mafiosas de comombia, pues que Tiemble las grandes élites mafiosas potiqueras de Colombia,  pues él,  Rodolfo, va a acabar con la CORRUPCION 🤭	1538622392469184514	No	4606
	2023-04-04T00:08:18.896268Z	No	1	5.65	Si	2023-04-04T00:08:18.896322Z	1114	Se cierran oficialmente las urnas en Colombia y empiezo el conteo de votos.  ¡Atentos! #EleccionesColombia2022	1538628019467821061		4607
{"choices": ["Miedo", "Confianza"]}	2023-04-04T00:08:27.867232Z	Si	1	8.56	Si	2023-04-04T00:08:27.867287Z	1115	Empieza conteo... que el #fraude no pueda vencer la voluntad de los colombianos.  #EleccionesColombia2022	1538631664636776453	No	4608
	2023-04-04T00:08:32.942251Z	No	1	4.611	Si	2023-04-04T00:08:32.942290Z	1116	#EleccionesColombia2022 | Boyacá  Boletín N°: 2 Mesas informadas: 0.18%  Rodolfo Hernández: 98 votos (71.01%) Gustavo Petro: 40 votos (28.98%)  Votos válidos: 138 Votos en blanco: 0 Votos nulos: 0 Votos no marcados: 0	1538631933579640837		4609
	2023-04-04T00:08:38.291081Z	No	1	4.851	Si	2023-04-04T00:08:38.291115Z	1117	Quinto boletín mesas escrutadas 19.58%  Rodolfo Hernández 1.527.000 votos  Gustavo Petro 1.580.114 votos. #EleccionesColombia2022	1538635695069270021		4610
Alegria	2023-04-04T00:08:48.973723Z	Si	1	10.206	Si	2023-04-04T00:08:48.973762Z	1118	Saben si Marbel ya salió del país???  #PetroEsPresidente 🇨🇴 #EleccionesColombia2022 🇨🇴	1538641513550385154	Si	4611
Alegria	2023-04-04T00:08:53.434286Z	Si	1	3.989	Si	2023-04-04T00:08:53.434327Z	1119	Si Dios existe, por fin se acordó de Colombia, gracias mi gente. #EleccionesColombia2022	1538640866751000578	No	4612
Alegria	2023-04-04T00:08:59.552159Z	Si	1	5.727	Si	2023-04-04T00:08:59.552195Z	1120	Por fin da felicidad sentirse colombiano.  #EleccionesColombia2022	1538641425256128520	No	4613
	2023-04-04T00:09:04.722893Z	No	1	4.765	Si	2023-04-04T00:09:04.722950Z	1121	Gustavo Petro pasa los 11 millones de votos, incluso supera la votación de Iván Duque en 2018, quien había sacado 10.400.000.  #EleccionesColombia2022	1538645393206042624		4614
Miedo	2023-04-04T00:09:15.050256Z	Si	1	9.906	Si	2023-04-04T00:09:15.050297Z	1122	Cuándo es que se pasaba la ansiedad por las #EleccionesColombia2022 ? Porque a mí como que me dio más después del resultado que convierte a #PetroPresidente .   Esperemos lo mejor para 🇨🇴	1538657762145669129	No	4615
{"choices": ["Asombro", "Alegria"]}	2023-04-04T00:09:26.248752Z	Si	1	10.793	Si	2023-04-04T00:09:26.248792Z	1123	No me la creo todavía. ¿Es cierto que elegimos #VivirSabroso por los próximos 4 años?	1538645783385448451	No	4616
Confianza	2023-04-04T00:09:35.197902Z	Si	1	8.518	Si	2023-04-04T00:09:35.197953Z	1124	@Santialarconu Abrazamos la esperanza y tendremos un cambio, lento, doloroso, complejo, pero siempre para #VivirSabroso	1538654369863847937	No	4617
Alegria	2023-04-04T00:09:41.277337Z	Si	1	5.668	Si	2023-04-04T00:09:41.277372Z	1125	El triunfo esperado. #PetroPresidente #FranciaMarquezVicepresidenta #PactoHistorico por una Colombia en paz, igualitaria y conectada con los cambios y aspiraciones de nuevas generaciones. A luchar contra esta corrupción que nos hunde en la pobreza y la violencia. #VivirSabroso	1538656251156078595	No	4618
	2023-04-04T00:09:51.803910Z	No	1	10.115	Si	2023-04-04T00:09:51.803947Z	1126	@Meriendismo Me quedo con este mensaje y no el de petro, #vivirsabroso	1538672096846520320		4619
Alegria	2023-04-04T00:09:56.440128Z	Si	1	4.206	Si	2023-04-04T00:09:56.440161Z	1127	Hoy en Colombia ganó el cambio, ganó la lucha de muchos, ganaron las voces de los jóvenes que buscan un mejor futuro, ganaron también las voces que callaron.   Hoy Colombia supo elegir!   #PetroEsPresidente #FranciaEsVicepresidenta  #ColombiaElige	1538675471709360130	No	4620
Alegria	2023-04-04T00:10:03.598959Z	Si	1	6.75	Si	2023-04-04T00:10:03.599028Z	1128	Olla comunitaria de celebración? - Olla comunitaria de celebración!!  #PetroEsPresidente	1538676158505668609	No	4621
Alegria	2023-04-04T00:10:07.994465Z	Si	1	3.996	Si	2023-04-04T00:10:07.994519Z	1129	Saben? hoy Me siento orgullosa de mi Presidente electo.  #PetroEsPresidente	1538675736172810240	No	4622
Alegria	2023-04-04T00:10:13.198935Z	Si	1	4.781	Si	2023-04-04T00:10:13.198972Z	1130	#PetroEsPresidente y me siento orgulloso de ser mezcla de negro e indígena, eso finalmente es Colombia	1538680016766177281	No	4623
Alegria	2023-04-04T00:10:18.610554Z	Si	1	4.99	Si	2023-04-04T00:10:18.610594Z	1131	Será que la Cabal le sigue los pasos a Marbelle? #PetroEsPresidente	1538678699955978240	Si	4624
